cites,authors,title,year,source,publisher,articleurl,citesurl,gsrank,querydate,type,doi,issn,citationurl,volume,issue,startpage,endpage,ecc,citesperyear,citesperauthor,authorcount,age,abstract,fulltexturl,relatedurl
24,"E Vasey, S Ko, M Jeon",In-vehicle affect detection system: Identification of emotional arousal by monitoring the driver and driving style,2018.0,Adjunct proceedings of the 10th international …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3239092.3267417,https://scholar.google.com/scholar?cites=13027031620613265386&as_sdt=2005&sciodt=2007&hl=en,325,8/22/24 10:20,,10.1145/3239092.3267417,,,,,,,24,4.0,8,3,6.0,… OpenXC is an open-source hardware and software platform developed by Ford Motor Company [9] for reading real-time data from a vehicle’s controller area network (CAN) bus using …,https://dl.acm.org/doi/pdf/10.1145/3239092.3267417,https://scholar.google.com/scholar?q=related:6ldvID1QybQJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007
23,P. Rey-Mazón,Public Lab: Community-Based Approaches to Urban and Environmental Health and Justice,2018.0,Science and Engineering Ethics,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85046495122&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85046495122&origin=inward,193,8/22/24 16:58,Article,10.1007/s11948-018-0059-8,1353-3452,https://api.elsevier.com/content/abstract/scopus_id/85046495122,24.0,3.0,971.0,997.0,23,3.83,23,1,6.0,,,
23,S. Oberloier,Open source low-cost power monitoring system,2018.0,HardwareX,,https://api.elsevier.com/content/article/eid/1-s2.0-S2468067218300610,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85054443249&origin=inward,192,8/22/24 16:58,Article,10.1016/j.ohx.2018.e00044,2468-0672,https://api.elsevier.com/content/abstract/scopus_id/85054443249,4.0,,,,23,3.83,23,1,6.0,,,
23,"K. Angstadt, J. Wadden, V. Dang, Ted Xie, D. Kramp, Westley Weimer, Mircea R. Stan, K. Skadron","MNCaRT: An Open-Source, Multi-Architecture Automata-Processing Research and Execution Ecosystem",2018.0,,,,,257,8/22/24 15:04,,10.1109/LCA.2017.2780105,,,,,,,23,3.83,3,8,6.0,"We present MNCaRT, a comprehensive software ecosystem for the study and use of automata processing across hardware platforms. Tool support includes manipulation of automata, execution of complex machines, high-speed processing of NFAs and DFAs, and compilation of regular expressions. We provide engines to execute automata on CPUs (with VASim and Intel Hyperscan), GPUs (with custom DFA and NFA engines), and FPGAs (with an HDL translator). We also introduce MNRL, an open-source, general-purpose and extensible state machine representation language developed to support MNCaRT. The representation is flexible enough to support traditional finite automata (NFAs, DFAs) while also supporting more complex machines, such as those which propagate multi-bit signals between processing elements. We hope that our ecosystem and representation language stimulates new efforts to develop efficient and specialized automata processing applications.",,
23,M. Miah,Intelligent Range-Only Mapping and Navigation for Mobile Robots,2018.0,IEEE Transactions on Industrial Informatics,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85038364732&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85038364732&origin=inward,194,8/22/24 16:58,Article,10.1109/TII.2017.2780247,1551-3203,https://api.elsevier.com/content/abstract/scopus_id/85038364732,14.0,3.0,1164.0,1174.0,23,3.83,23,1,6.0,,,
21,"María Angeles Rodríguez, L. Cuenca, Á. O. Bas",FIWARE Open Source Standard Platform in Smart Farming - A Review,2018.0,,,,,264,8/22/24 15:04,,10.1007/978-3-319-99127-6_50,,,,,,,21,3.5,7,3,6.0,,,
20,"Dimitri Fichou, Gertrud E. Morlock",Office Chromatography: Miniaturized All-in-One Open-Source System for Planar Chromatography,2018.0,Analytical Chemistry,Amer Chemical Soc,,,142,8/22/24 16:58,Article,10.1021/acs.analchem.8b02866,0003-2700,,90.0,21.0,12647.0,12654.0,20,3.33,10,2,6.0,"Current high-performance-thin-layer-chromatography instrumentation is offline and stepwise automated. However, moderate miniaturization offers many advantages and together with the transfer of modern print and media technologies to the field of chromatography (office chromatography) it opens up new avenues. This is demonstrated in an allin-one open-source system developed for planar chromatography and especially for ultrathin-layer chromatography. Using an InkShield board to control a thermal inkjet cartridge, picoliter drops were printed at a resolution of 96 dpi on the adsorbent layer. Using Marlin, a popular firmware in 3D printing, Cartesian movement of the print head was made possible for full control of the printing process. Open-source software was developed to control the device in each operation step. Sample solutions and mobile phase were inkjet-printed, exemplarily shown for the analysis of dye- or paraben-mixture solutions. Light-emitting diodes (LEDs) were investigated for documentation. For example, deep UV LEDs gave access to 254 nm light, and RGB LEDs gave access to the visible-light range. Calibration functions with correlation coefficients superior to 0.999 were obtained by videodensitometry. The developed modular open-source hardware was compact (26 X 31 X 26 cm(3)), light (<3 kg), and affordable ((sic)810). For the given analyses, the footprint of current instrumentation needed was miniaturized by a factor of 9. The highly reduced material design complies with green chemistry and lean laboratory. The design and instruction to reproduce the all-in-one open-source system were made freely available at https://github.com/OfficeChromatography. It is intended to boost progress and understanding by the nature of do it yourself.",,
19,"A. Alami, Y. Dittrich, A. Wąsowski",Influencers of Quality Assurance in an Open Source Community,2018.0,,,,,267,8/22/24 15:04,,10.1145/3195836.3195853,,,,,,,19,3.17,6,3,6.0,"ROS (Robot Operating System) is an open source community in robotics that is developing standard robotics operating system facilities such as hardware abstraction, low-level device control, communication middleware, and a wide range of software components for robotics functionality. This paper studies the quality assurance practices of the ROS community. We use qualitative methods to understand how ideology, priorities of the community, culture, sustainability, complexity, and adaptability of the community affect the implementation of quality assurance practices. Our analysis suggests that software engineering practices require social and cultural alignment and adaptation to the community particularities to achieve seamless implementation in open source environments. This alignment should be incorporated into the design and implementation of quality assurance practices in open source communities.",,
19,"JP Ferdinand, Ferdinand, Mahagaonkar",Entrepreneurship in innovation communities,2018.0,,Springer,https://link.springer.com/content/pdf/10.1007/978-3-319-66842-0.pdf,https://scholar.google.com/scholar?cites=7200024389044461206&as_sdt=2005&sciodt=2007&hl=en,303,8/22/24 10:20,BOOK,10.1007/978-3-319-66842-0,,,,,,,19,3.17,6,3,6.0,"… of open source hardware. In the next paragraphs, I will nevertheless outline the general backgrounds and basics of open source hardware before … I start my empirical investigation with a …",,https://scholar.google.com/scholar?q=related:lt4k0wig62MJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007
19,"Karol P. Szymula, Michael S. Magaraci, Michael Patterson, Andrew Clark, Sevile G. Mannickarottu, B. Chow",An Open-Source Plate Reader,2018.0,,,,,884,8/22/24 15:04,,10.1101/413781,,,,,,,19,3.17,3,6,6.0,"Microplate readers are foundational instruments in experimental biology and bioengineering that enable multiplexed spectrophotometric measurements. To enhance their accessibility, we here report the design, construction, validation, and benchmarking of an open-source microplate reader. The system features full-spectrum absorbance and fluorescence emission detection, in situ optogenetic stimulation, and stand-alone touch screen programming of automated assay protocols. The total system costs <$3500, a fraction of the cost of commercial plate readers, and can detect the fluorescence of common dyes down to ∼10 nanomolar concentration. Functional capabilities were demonstrated in context of synthetic biology, optogenetics, and photosensory biology: by steady-state measurements of ligand-induced reporter gene expression in a model of bacterial quorum sensing, and by flavin photocycling kinetic measurements of a LOV (light-oxygen-voltage) domain photoreceptor used for optogenetic transcriptional activation. Fully detailed guides for assembling the device and automating it using the custom Python-based API (Application Program Interface) are provided. This work contributes a key technology to the growing community-wide infrastructure of open-source biology-focused hardware, whose creation is facilitated by rapid prototyping capabilities and low-cost electronics, optoelectronics, and microcomputers. Table of Contents Graphic:",,
18,"Gabriel Glotz, C. Oliver Kappe",Design and construction of an open source-based photometer and its applications in flow chemistry,2018.0,Reaction Chemistry & Engineering,Royal Soc Chemistry,,,162,8/22/24 16:58,Article,10.1039/c8re00070k,2058-9883,,3.0,4.0,478.0,486.0,18,3.0,9,2,6.0,"The design and construction of a low-cost and compact USB photometer based on open source hardware and software is described. The device, featuring a 1 ms sample acquisition time, utilizes a single interchangeable light emitting diode (LED) as a light source in combination with photodiode detectors and a Texas Instruments LaunchPad as the main control unit. An appropriately constructed flow cell can be connected to a flow reactor made out of transparent polymeric material such as perfluoroalkoxy (PFA) tubing. The flow cell can be moved to different positions of the tube in order to take measurements at different residence times without having to disassemble the photometer or the flow reactor system. The bespoke photometer was used to determine the residence time distribution (RTD) of various microreactors/micromixers, as well as for measuring the reaction rate constant for the base-induced hydrolysis of p-nitrophenol acetate in a biphasic segmented flow system. Owing to the 1 ms sample acquisition time of the novel device the lengths of individual segments can be measured in real time.",,
18,"Bogdan Oniga, A. Munteanu, V. Dădârlat",Open-source multi-protocol gateway for Internet of Things,2018.0,,,,,885,8/22/24 15:04,,10.1109/ROEDUNET.2018.8514136,,,,,,,18,3.0,6,3,6.0,"Internet of Things (IoT) is becoming increasingly ubiquitous with global applicability in a very wide spectrum of commercial sectors, making use of diverse technologies for custom usage in certain environments. The diversity of applications and protocols and the custom needs for each environment introduce a big challenge for IoT applications, demanding the support of communication and message exchanges in implementations that aggregate diverse protocols. The paper addresses the design of an open-source multiprotocol gateway which supports two communication protocols, namely, Bluetooth Low Energy (BLE) and LoRa. The proposed gateway represents the bridge between the devices and the network server and transports the received messages via a standard format readable by the network server. The messages between the gateway and the network server are transported over the Message Queuing Telemetry Transport (MQTT) protocol. The paper details the implementation of the proposed multi-protocol gateway and highlights its benefits. In particular, the proposed gateway demonstrates support for multiple protocols on the same hardware base and eliminates the need of using multiple hardware components for each type of protocol.",,
17,"Nasim Abbas, Fengqi Yu, Yang Fan",Intelligent Video Surveillance Platform for Wireless Multimedia Sensor Networks,2018.0,Applied Sciences-Basel,Mdpi,,,173,8/22/24 16:58,Article,10.3390/app8030348,2076-3417,,8.0,3.0,,,17,2.83,6,3,6.0,"Wireless multimedia sensor networks (WMSNs) are increasingly being deployed for surveillance and monitoring applications. WMSNs applications produce large amount of data, which require high transmission rates. An efficient and seamless delivery of multimedia services in WMSNs is still a challenging task. This article proposes an intelligent video surveillance platform (IVSP) for wireless multimedia sensor networks. IVSP presents the design of a networked system for joint rate control and error control of video over resource-constrained embedded devices. First, a combination of two different congestion indicators is introduced to differentiate between congestion levels and handle them accordingly. Second, a feedback-based rate controller is developed to maximize received video quality, in which sensor nodes can adaptively adjust their sending rates. Finally, a different retransmission mechanism for different packets is proposed. Lost packets can be stored temporarily and resend when free channel is available to avoid congestion. The core component of IVSP is an open source hardware platform, which is based on Raspberry Pi sensor nodes. IVSP is extensively evaluated on 7 Raspberry Pi sensor nodes. We present the results of 7-node real-world deployment of IVSP in a video surveillance application and show that it works well in long-term deployments.",,
17,"J. Bonvoisin, Robert Mies",Measuring Openness in Open Source Hardware with the Open-o-Meter,2018.0,,,,,64,8/22/24 15:04,,10.1016/J.PROCIR.2018.08.306,,,,,,,17,2.83,9,2,6.0,,,
16,"Luka Banović, Boštjan Vihar",Development of an Extruder for Open Source 3D Bioprinting,2018.0,Journal of Open Hardware,"University of Western Ontario, Western Libraries",http://dx.doi.org/10.5334/joh.6,,46,8/22/24 15:14,journal-article,10.5334/joh.6,2514-1708,,2.0,1.0,,,16,2.67,8,2,6.0,,https://doi.org/10.5334/joh.6,
16,Joshua M. Pearce,Sponsored Libre Research Agreements to Create Free and Open Source Software and Hardware,2018.0,,,,,133,8/22/24 15:04,,10.3390/INVENTIONS3030044,,,,,,,16,2.67,16,1,6.0,"As a growing number of companies reject intellectual property (IP) monopoly-based business models to embrace libre product development of free and open source hardware and software, there is an urgent need to refurbish the instruments of university-corporate research partnerships. These partnerships generally use a proprietary standard research agreement (PSRA), which for historical reasons contains significant IP monopoly language and restrictions for both the company and the university. Such standard research agreements thus create an artificial barrier to innovation as both companies using a libre model and universities they wish to collaborate with must invest significantly to restructure the contracts. To solve this problem, this article provides a new Sponsored Libre Research Agreement (SLRA). The differences between the agreements are detailed. The advantages of using an SLRA are provided for any type of company and include: (1) minimizing research investments on reporting requirements; (2) reducing delays related to confidentiality and publication embargos; and (3) reducing both transaction and legal costs as well as research time losses associated with IP. Moving to libre agreements both speeds up and reduces costs for setting up collaborative research. Under the SLRA, university researchers can spend more time innovating for the same investment.",,
14,"F Buonafede, G Felice, F Lamperti, ...",Additive manufacturing and global value chains: an empirical investigation at the country level,2018.0,International Business in …,emerald.com,https://www.emerald.com/insight/content/doi/10.1108/S1745-886220180000013013/full/html,https://scholar.google.com/scholar?cites=8513760588957140676&as_sdt=2005&sciodt=2007&hl=en,238,8/22/24 10:20,,10.1108/S1745-886220180000013013,,,,,,,14,2.33,4,4,6.0,"… However, so far, the lack of available data on the real worldwide diffusion of these technologies has precluded the possibility to study this phenomenon from an empirical standpoint. …",,https://scholar.google.com/scholar?q=related:xMaC1yX0JnYJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007
14,"Patrick W. Cain, Matthew D. Cross",An open-source hardware GPS data logger for wildlife radio-telemetry studies: A case study using Eastern box turtles,2018.0,HardwareX,Elsevier BV,http://dx.doi.org/10.1016/j.ohx.2018.02.002,,378,8/22/24 15:14,journal-article,10.1016/j.ohx.2018.02.002,2468-0672,,3.0,,82.0,90.0,14,2.33,7,2,6.0,,https://api.elsevier.com/content/article/PII:S2468067217300779,
14,"Matthew O'Brien, April Hall, John Schrauwen, Joyce van der Made",An open-source approach to automation in organic synthesis: The flow chemical formation of benzamides using an inline liquid-liquid extraction system and a homemade 3-axis autosampling/product-collection device,2018.0,Tetrahedron,Pergamon-Elsevier Science Ltd,,,212,8/22/24 16:58,Article,10.1016/j.tet.2018.02.043,0040-4020,,74.0,25.0,3152.0,3157.0,14,2.33,4,4,6.0,"Several open-source hardware and software technologies (RAMPS, Python, PySerial, OpenCV) were used to control an automated flow chemical synthesis system. The system was used to effect the synthesis of a series of benzamides. An inexpensive Raspberry Pi single board computer provided an electronic interface between the control computer and the RAMPS motor driver boards. (C) 2018 Elsevier Ltd. All rights reserved.",,
13,"Lucas M. Riobo, Francisco E. Veiras, Maria T. Garea, Patricio A. Sorichetti",Software-Defined Optoelectronics: Space and Frequency Diversity in Heterodyne Interferometry,2018.0,Ieee Sensors Journal,Ieee-Inst Electrical Electronics Engineers Inc,,,223,8/22/24 16:58,Article,10.1109/JSEN.2018.2842143,1530-437X,,18.0,14.0,5753.0,5760.0,13,2.17,3,4,6.0,"In this paper, a general architecture for the implementation of software-defined optoelectronic systems is described. This concept harnesses the flexibility of software-defined hardware to implement optoelectronic systems which can be configured to adapt to multiple high speed optical engineering applications. As an application example, a software-defined optical interferometer using a commercial software-defined radio platform is built. The system is tested by performing high speed optical detection of laser-induced photoacoustic signals in a concentrated dye solution. Using software modifications only, conventional single carrier and also multicarrier heterodyne techniques with space and frequency diversity are performed. The latter technique shows a noticeable performance improvement in single-shot interferometric measurements.",,
13,"Justin Shumate, Pierre Baillargeon, Timothy P. Spicer, Louis Scampavia",IoT for Real-Time Measurement of High-Throughput Liquid Dispensing in Laboratory Environments,2018.0,Slas Technology,Sage Publications Inc,,,222,8/22/24 16:58,Article,10.1177/2472630318769454,2472-6303,,23.0,5.0,440.0,447.0,13,2.17,3,4,6.0,"Critical to maintaining quality control in high-throughput screening is the need for constant monitoring of liquid-dispensing fidelity. Traditional methods involve operator intervention with gravimetric analysis to monitor the gross accuracy of full plate dispenses, visual verification of contents, or dedicated weigh stations on screening platforms that introduce potential bottlenecks and increase the plate-processing cycle time. We present a unique solution using open-source hardware, software, and 3D printing to automate dispenser accuracy determination by providing real-time dispense weight measurements via a network-connected precision balance. This system uses an Arduino microcontroller to connect a precision balance to a local network. By integrating the precision balance as an Internet of Things (IoT) device, it gains the ability to provide real-time gravimetric summaries of dispensing, generate timely alerts when problems are detected, and capture historical dispensing data for future analysis. All collected data can then be accessed via a web interface for reviewing alerts and dispensing information in real time or remotely for timely intervention of dispense errors. The development of this system also leveraged 3D printing to rapidly prototype sensor brackets, mounting solutions, and component enclosures.",,
12,"Juan Luis Soler-Llorens, Juan Jose Galiana-Merino, Jose Juan Giner-Caturla, Pedro Jauregui-Eslava, Sergio Rosa-Cintas, Julio Rosa-Herranz, Boualem Youcef Nassim Benabdeloued",Design and test of Geophonino-3D: A low-cost three-component seismic noise recorder for the application of the H/V method,2018.0,Sensors And Actuators A-Physical,Elsevier Science Sa,,,233,8/22/24 16:58,Article,10.1016/j.sna.2017.11.047,0924-4247,,269.0,,342.0,354.0,12,2.0,2,7,6.0,"Earthquake effects are strongly related with the properties of the local geology, amplifying the ground motion, especially in soft soils. This amplification is connected with the resonant frequency, which can be estimated applying the horizontal-to-vertical spectral ratio (1-1/V) method on seismic noise measurements. In this work, a low-cost user-friendly data acquisition system (Geophonino-3D) has been designed for three-component seismic noise recording. The developed system consists of the signal conditioning circuit and the Arduino Due with an SD Shield for data storage. The suitability of the equipment for the application of the H/V method has been first assessed in the laboratory, according to the experimental sensitivity, the internal noise stability and the channel consistency. Subsequently, experimental verification has been carried out by recording seismic noise at eight different sites along the province of Alicante (southeast Spain), with different soil characteristics. The performance of the developed acquisition system has been evaluated in terms of the power spectral density and the H/V peaks by comparison with the results obtained through a commercial seismic recorder. The obtained results show the applicability of the developed acquisition system to record seismic noise and to apply the H/V method. Geophonino-3D is an open source and open hardware system and the price of its components is much lower than any other commercial equipment, which becomes a significant advance especially for small research groups with reduced economic support. (C) 2017 Elsevier B.V. All rights reserved.",,
12,"Manuel Moritz, T. Redlich, J. Wulfsberg",Best Practices and Pitfalls in Open Source Hardware,2018.0,,,,,51,8/22/24 15:04,,10.1007/978-3-319-73450-7_20,,,,,,,12,2.0,4,3,6.0,,,
12,"Zachary WareJoncas, Chris Stewart, John Giannini","An Inexpensive, Open-Source Mini-Centrifuge",2018.0,,,,,280,8/22/24 15:04,,10.1525/abt.2018.80.6.451,,,,,,,12,2.0,4,3,6.0,"Abstract The centrifuge is an important piece of equipment for any biology lab, necessary for a wide variety of experiments. Cost, however, often prevents the use of centrifuges in many teaching labs, greatly limiting educational experiences for students. As a result, we describe how to construct a “homemade” single-speed mini-centrifuge using inexpensive parts easily acquired online or at hardware or other stores (e.g., a 4.7-quart plastic bowl and lid, standard computer cooling fan, AC/DC adapter, electrical wire, etc.). We further used this design and a commercial mini-centrifuge to pellet 1-mL samples of Tetrahymena thermophila, and we found that the two performed comparably. Finally, because our plans and the materials needed to build this device are all open source, we call our design the OPN Minifuge, and we hope that it will help to expand the scope of experiments that students can run in introductory and upper-level biology teaching labs.",,
12,"Michael Tempelmeier, F. D. Santis, G. Sigl, J. Kaps",The CAESAR-API in the real world — Towards a fair evaluation of hardware CAESAR candidates,2018.0,,,,,927,8/22/24 15:04,,10.1109/HST.2018.8383893,,,,,,,12,2.0,3,4,6.0,"In 2013 the Competition for Authenticated Encryption: Security, Applicability, and Robustness (CAESAR) was started. It aims at determining a portfolio of ciphers for authenticated encryption that has advantages over AES-GCM in terms of performance, security, and ease of implementation. This competition, for the first time, provides a standardized hardware API, which allows a fair comparison of hardware implementations. However, the community still lacks a common platform to automatically test hardware implementations, confirm implementation claims, and benchmark performance figures on real hardware in terms of runtime, area, power and energy consumption. In this work, we present a common platform using the CAESAR-API in a Xilinx Zynq-7000 System on Chip (SoC) with ARM processors and an AXI interface. This reflects a typical real world usage scenario for hardware-accelerators and thus extends the work for a fair comparison of hardware implementations in three dimensions: first the API is evaluated on a real SoC, which shows, e.g. the performance of the API. Second, it provides a hardware platform to test the proposed implementations of the candidates easily. This can be used by future designers, as we will provide it as open source hardware. Finally, we ran all published hardware implementations of the current 3rd-round candidates during which we identified several implementation weaknesses, e.g. presumably unintended latches in the design, hence emphasizing the importance of testing hardware proposals on real hardware.",,
11,"Qian Zhao, Motoki Amagasaki, Masahiro Iida, Morihiro Kuga, Toshinori Sueyoshi",Enabling FPGA-as-a-Service in the Cloud with hCODE Platform,2018.0,Ieice Transactions On Information And Systems,Ieice-Inst Electronics Information Communication Engineers,,,253,8/22/24 16:58,Article,10.1587/transinf.2017RCP0004,1745-1361,,,2.0,335.0,343.0,11,1.83,2,5,6.0,"Major cloud service providers, including Amazon and Microsoft, have started employing field-programmable gate arrays (FPGAs) to build high-performance and low-power-consumption cloud capability. However, utilizing an FPGA-enabled cloud is still challenging because of two main reasons. First, the introduction of software and hardware co-design leads to high development complexity. Second, FPGA virtualization and accelerator scheduling techniques are not fully researched for cluster deployment. In this paper, we propose an open-source FPGA-as-a-service (FaaS) platform, the hCODE, to simplify the design, management and deployment of FPGA accelerators at cluster scale. The proposed platform implements a Shell-and-IP design pattern and an open accelerator repository to reduce design and management costs of FPGA projects. Efficient FPGA virtualization and accelerator scheduling techniques are proposed to deploy accelerators on the FPGA-enabled cluster easily. With the proposed hCODE, hardware designers and accelerator users can be organized on one platform to efficiently build open-hardware ecosystem.",,
11,"A Barišić, J Cambeiro, V Amaral, M Goulão, ...",Leveraging teenagers feedback in the development of a domain-specific language: the case of programming low-cost robots,2018.0,Proceedings of the 33rd …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3167132.3167264,https://scholar.google.com/scholar?cites=2191373658669938875&as_sdt=2005&sciodt=2007&hl=en,477,8/22/24 10:20,,10.1145/3167132.3167264,,,,,,,11,1.83,2,5,6.0,"… We report on the design and results of the empirical studies used in this evaluation that … mBlock is a solution which compiles to the Arduino open source hardware platform, which makes …",https://dl.acm.org/doi/pdf/10.1145/3167132.3167264,https://scholar.google.com/scholar?q=related:u3grb7tSaR4J:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007
10,"Conan Mercer, Donal Leech",Cost-Effective Wireless Microcontroller for Internet Connectivity of Open-Source Chemical Devices,2018.0,Journal Of Chemical Education,Amer Chemical Soc,,,270,8/22/24 16:58,Article,10.1021/acs.jchemed.8b00200,0021-9584,,95.0,7.0,1221.0,1225.0,10,1.67,5,2,6.0,"This paper presents a system for remote monitoring of turbidity data that can detect light intensity and temperature using a microcontroller and the Internet of Things. The system comprises a light dependent resistor and infrared temperature sensor interfaced with an ESP-12E microcontroller, a programmable data acquisition platform; together these enable remote real-time monitoring of turbidity data applicable to chemical education. This system will allow educators and students to monitor chemical experiments in real-time through a web browser. Changes in turbidity and signal processing associated with a light dependent resistor are stored locally on the microcontroller and transmitted wirelessly via a WiFi-based connection to a cloud-based server. The light intensity signals are displayed on the system through an organic light-emitting diode and subsequently uploaded to a cloud-based server. A web-based signal processing MATLAB program plots the uploaded signals available as real-time streams to authorized subscribers over standard browsers.",,
10,"J Zhao, L Lin, J Sun, X Zheng, J Yin",Students' engagement in a science classroom: Does knowledge diversity matter?,2018.0,The Journal of Educational …,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/00220671.2018.1427036,https://scholar.google.com/scholar?cites=7195184655398500104&as_sdt=2005&sciodt=2007&hl=en,380,8/22/24 10:20,,10.1080/00220671.2018.1427036,,,,,,,10,1.67,2,5,6.0,"… Existing theoretical and empirical research has suggested the multidimensional nature of … the Arduino module, a combination of open-source hardware and software provided by the …",https://www.tandfonline.com/doi/pdf/10.1080/00220671.2018.1427036,https://scholar.google.com/scholar?q=related:CHdehlJu2mMJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007
10,"Steven Ding, C. Gallacher",The Haply Development Platform: A Modular and Open-Sourced Entry Level Haptic Toolset,2018.0,,,,,926,8/22/24 15:04,,10.1145/3170427.3186512,,,,,,,10,1.67,5,2,6.0,This demonstration showcases an open-sourced hardware and software platform that was developed to lower the barrier of entry for those wishing to explore more sophisticated haptic interaction techniques. The Haply Development Toolkit allows developers to use the same hardware and software architecture to design force-feedback and vibratory haptic interaction methods from one to four degrees of freedom.,,
10,Gordon Haff,How Open Source Ate Software,2018.0,,Apress,http://dx.doi.org/10.1007/978-1-4842-3894-3,,923,8/22/24 15:14,book,10.1007/978-1-4842-3894-3,,,,,,,10,1.67,10,1,6.0,,https://link.springer.com/content/pdf/10.1007/978-1-4842-3894-3.pdf,
10,"Yiyi Ji, Werner Hoffmann, Michal Pham, Alexander E. Dunn, Haopeng Han, Celal Oezerdem, Helmar Waiczies, Michael Rohloff, Beate Endemann, Cyrille Boyer, May Lim, Thoralf Niendorf, Lukas Winter",High peak and high average radiofrequency power transmit/receive switch for thermal magnetic resonance,2018.0,Magnetic Resonance In Medicine,Wiley,,,269,8/22/24 16:58,Article,10.1002/mrm.27194,0740-3194,,80.0,5.0,2246.0,2255.0,10,1.67,1,13,6.0,"Purpose: To study the role of temperature in biological systems, diagnostic contrasts and thermal therapies, RF pulses for MR spin excitation can be deliberately used to apply a thermal stimulus. This application requires dedicated transmit/receive (Tx/Rx) switches that support high peak powers for MRI and high average powers for RF heating. To meet this goal, we propose a high-performance Tx/Rx switch based on positive-intrinsic-negative diodes and quarter-wavelength (lambda/4) stubs. Methods: The lambda/4 stubs in the proposed Tx/Rx switch design route the transmitted RF signal directly to the RF coil/antenna without passing through any electronic components (e.g., positive-intrinsic-negative diodes). Bench measurements, MRI, MR thermometry, and RF heating experiments were performed at f = 297 MHz (B-0 = 7 T) to examine the characteristics and applicability of the switch. Results: The proposed design provided an isolation of -235.7dB/-241.5dB during transmission/reception. The insertion loss was -20.41dB/-20.27dB during transmission/reception. The switch supports high peak (3.9 kW) and high average (120 W) RF powers for MRI and RF heating at f = 297 MHz. High-resolution MRI of the wrist yielded image quality competitive with that obtained with a conventional Tx/Rx switch. Radiofrequency heating in phantom monitored by MR thermometry demonstrated the switch applicability for thermal modulation. Upon these findings, thermally activated release of a model drug attached to thermoresponsive polymers was demonstrated. Conclusion: The high-power Tx/Rx switch enables thermal MR applications at 7 T, contributing to the study of the role of temperature in biological systems and diseases. All design files of the switch will be made available open source at www.opensourceimaging.org.",,
9,"Jose L. Escalona, Adam Klodowski, Sergio Munoz",Validation of multibody modeling and simulation using an instrumented bicycle: from the computer to the road,2018.0,Multibody System Dynamics,Springer,,,290,8/22/24 16:58,Article,10.1007/s11044-018-9626-7,1384-5640,,43.0,4.0,297.0,319.0,9,1.5,3,3,6.0,"This paper describes the use of an instrumented bicycle and its computational model for teaching multibody dynamics. The presented approach employs the Whipple model for the kinematic and inverse dynamic simulation of a bicycle ride using as an input three generalized coordinates registered with digital sensors. During the experimental phase, students ride the instrumented bicycle to collect the necessary sensor data. The kinematic and inverse dynamic simulations based on these signals provide a full picture of the motion of the system in different positions and at a range of velocities and accelerations. In addition, they estimate the traction, control, and tire-to-road contact forces during the ride. To validate the simulated results, the simulated velocity and accelerations are compared with the data acquired with an inertial measurement unit (IMU) installed on the bicycle. The paper describes the experimental setup of the instrumented bicycle, enabling readers to build the very same system for their own educational use. The instrumented bicycle system is based on open-source software and as much as possible on open hardware.",,
