cites,authors,title,year,source,publisher,articleurl,citesurl,gsrank,querydate,type,doi,issn,citationurl,volume,issue,startpage,endpage,ecc,citesperyear,citesperauthor,authorcount,age,abstract,fulltexturl,relatedurl,title_clean,doi_clean
36,"M Moritz, T Redlich, PP Grames, ...",Value creation in open-source hardware communities: Case study of Open Source Ecology,2016.0,… on Management of …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7806517/,https://scholar.google.com/scholar?cites=10120432895646261274&as_sdt=2005&sciodt=2007&hl=en,11,8/22/24 10:20,,,,,,,,,36,4.5,9,4,8.0,"… and collaboration to jointly develop open source hardware for operation in both developing and … Most empirical results stem from analyses from openYsource communities, however the …",https://ieeexplore.ieee.org/iel7/7795144/7806508/07806517.pdf,https://scholar.google.com/scholar?q=related:GmAsJhkAc4wJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,value creation in open-source hardware communities: case study of open source ecology,
30,"Francisco Javier Mesas-Carrascosa, Daniel Verdu Santano, Jose Emilio Merono de Larriva, Rafael Ortiz Cordero, Rafael Enrique Hidalgo Fernandez, Alfonso Garcia-Ferrer",Monitoring Heritage Buildings with Open Source Hardware Sensors: A Case Study of the Mosque-Cathedral of Cordoba,2016.0,Sensors,Mdpi,,,91,8/22/24 16:58,Article,10.3390/s16101620,1424-8220,,16.0,10.0,,,30,3.75,5,6,8.0,"A number of physical factors can adversely affect cultural heritage. Therefore, monitoring parameters involved in the deterioration process, principally temperature and relative humidity, is useful for preventive conservation. In this study, a total of 15 microclimate stations using open source hardware were developed and stationed at the Mosque-Cathedral of Cordoba, which is registered with UNESCO for its outstanding universal value, to assess the behavior of interior temperature and relative humidity in relation to exterior weather conditions, public hours and interior design. Long-term monitoring of these parameters is of interest in terms of preservation and reducing the costs of future conservation strategies. Results from monitoring are presented to demonstrate the usefulness of this system.",,,monitoring heritage buildings with open source hardware sensors: a case study of the mosque-cathedral of cordoba,10.3390/s16101620
27,"T Kim, DH Shin",Social platform innovation of open source hardware in South Korea,2016.0,Telematics and Informatics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0736585315000830,https://scholar.google.com/scholar?cites=14653926969185747643&as_sdt=2005&sciodt=2007&hl=en,39,8/22/24 10:20,HTML,,,,,,,,27,3.38,14,2,8.0,… also be necessary to conduct theoretical and empirical research on the effects of prosumer … there will be an increasing need for empirical research concerning user-centered OSHW and …,https://www.sciencedirect.com/science/article/pii/S0736585315000830,https://scholar.google.com/scholar?q=related:u0LVSvA0XcsJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,social platform innovation of open source hardware in south korea,
25,"RPG Tech, JP Ferdinand, M Dopfer",Open Source Hardware Startups and Their Communities: The Case of 3D Printing,2016.0,… Future of Value Creation: 3D Printing …,Springer,https://link.springer.com/chapter/10.1007/978-3-319-31686-4_7,https://scholar.google.com/scholar?cites=10214669837945996211&as_sdt=2005&sciodt=2007&hl=en,54,8/22/24 10:20,,10.1007/978-3-319-31686-4_7,,,,,,,25,3.13,8,3,8.0,… open source hardware are special because they merge aspects of private and commons-based goods: Although the blueprints of open source hardware … Drawing on our empirical data …,,https://scholar.google.com/scholar?q=related:swOrFBnMwY0J:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,open source hardware startups and their communities: the case of 3d printing,10.1007/978-3-319-31686-4_7
22,"S. Sabikan, S. W. Nawawi",Open-source project (OSPS) platform for outdoor quadcopter,2016.0,,,,,890,8/22/24 15:04,,,,,,,,,22,2.75,11,2,8.0,"In recent years, there has been an increasing interest in quadcopter technology implementation in the real world; for instance in real estate photography, aerial surveying, periodic forest monitoring, and search/rescue missions. Gene rally, each quadcopter implementation required different sensors which are needed to attach and integrate into quadcopter system. However, the most critical part in almost cases is preparing the quad copter flight performance and capability to be suit ed in any outdoor applications. Because of that reason , this paper has proposed an implementation of Open-Source Project (OSPs) platform as autonomous Unmanned Aerial Vehicle (UAV) quadcopter development that can be fitted for any outdoor applications or even in research experimental purposes. We started out with an explanation about the genera l approach that has been used in the development of a quadcopter testbed, and then followed with detail explanations in the OSP platform approach. The OSP platform is the most popular approach. The main reason is because of their flexibility in both hardware and software. The basic quadcopter configuration for autonomous flight also presented and applied. This paper also provided several outdoor experiments results in uncontrolled environment that have been executed using our developed testbed to evaluate their performance, such as attitude and altitude stabilization, interference and vibration effect, and trajectory mapping generation. Finally, throughout this project, we realized that the OPSs quadcopter platform has offered almost complete frameworks in the development of quadcopter for any outdoor applications or even as a research testbed system.",,,open-source project (osps) platform for outdoor quadcopter,
16,"Robin P. G. Tech, Jan-Peter Ferdinand, Martina Dopfer",Open Source Hardware Startups and Their Communities,2016.0,,,,,79,8/22/24 15:04,,10.1007/978-3-319-31686-4_7,,,,,,,16,2.0,5,3,8.0,,,,open source hardware startups and their communities,10.1007/978-3-319-31686-4_7
16,"F Anwar, S D'souza, A Symington, ...",Timeline: An operating system abstraction for time-aware applications,2016.0,2016 IEEE Real …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7809855/,https://scholar.google.com/scholar?cites=2847384358081928381&as_sdt=2005&sciodt=2007&hl=en,420,8/22/24 10:20,,,,,,,,,16,2.0,4,4,8.0,"… Leveraging open source hardware and software components, … Observe that the empirical distribution and the distribution … QoT stack holds up to empirical measurement. For the Linux RT …",https://ieeexplore.ieee.org/iel7/7807458/7809829/07809855.pdf,https://scholar.google.com/scholar?q=related:vRx60vzwgycJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,timeline: an operating system abstraction for time-aware applications,
13,"Pablo Aparicio, Jose Manuel Salmeron, Alvaro Ruiz, Francisco Jose Sanchez, Luisa Brotas",The globe thermometer in comfort and environmental studies in buildings,2016.0,Revista De La Construccion,"Pontificia Univ Catolica Chile, Escuela Construccion Civil",,,224,8/22/24 16:58,Article,,0718-915X,,15.0,3.0,57.0,66.0,13,1.63,3,5,8.0,"The reasons for the inferior performance of many existing buildings and associated energy systems are diverse, but an important part-cause is insufficient attention to the influence of occupant behaviour. In smart buildings it is necessary to allow for the integration of human behaviour in the HVAC system. In addition, many researchers are limited in their investigation by not having low cost tools that can provide information for their studies. This article is a review of the present state of art about the globe thermometer. It describes how to build your own globe temperature sensor and describes experiments that illustrate the feasibility of using a black globe thermometer with 40 mm diameter.",,,the globe thermometer in comfort and environmental studies in buildings,
12,"Y Nilsiam, JM Pearce",Open source database and website to provide free and open access to inactive US patents in the public domain,2016.0,Inventions,mdpi.com,https://www.mdpi.com/2411-5134/1/4/24,https://scholar.google.com/scholar?cites=2887230882717963057&as_sdt=2005&sciodt=2007&hl=en,183,8/22/24 10:20,HTML,,,,,,,,12,1.5,6,2,8.0,"… software are detailed to meet the needs of open hardware innovators. Finally, a case study is … This tool has the potential for accelerating the development of open hardware technologies …",https://www.mdpi.com/2411-5134/1/4/24,https://scholar.google.com/scholar?q=related:MRPxzDCBESgJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,open source database and website to provide free and open access to inactive us patents in the public domain,
11,"D Lundström, A Sobron, P Krus, C Jouannet, ...",Subscale flight testing of a generic fighter aircraft,2016.0,30th Congress of the …,diva-portal.org,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1153444,https://scholar.google.com/scholar?cites=7287767908126668644&as_sdt=2005&sciodt=2007&hl=en,242,8/22/24 10:20,HTML,,,,,,,,11,1.38,2,5,8.0,… assembled from off the shelf components as well as open source hardware and software. … of the scaling laws; and from an empirical point of view by means of field experiments aimed at …,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1153444,https://scholar.google.com/scholar?q=related:ZLdh2UxaI2UJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,subscale flight testing of a generic fighter aircraft,
10,J. Pearce,Return on Investment for Open Source Hardware Development,2016.0,,,,,75,8/22/24 15:04,,,,,,,,,10,1.25,10,1,8.0,"The availability of free and open source hardware designs that can be replicated with low-cost 3-D printers provide large values to scientists that need highly-customized low-volume production scientific equipment. Digital manufacturing technologies have only recently become widespread and the return on investment (ROI) was not clear, so funding for open hardware development was historically sparse. This paper clarifies a method for determining an ROI for FOSH scientific hardware development. By using open source hardware design that can be manufactured digitally the relatively minor development costs result in enormous ROIs for the scientific community. A case study is presented of an syringe pump released under open-licenses, which results in ROIs for funders ranging from 100s to 1,000s of percent after only a few months. It is clear that policies encouraging free and open source scientific hardware development should be made by organizations interested in maximizing return on public investments for science.",,,return on investment for open source hardware development,
10,"RM Ballardini, J Lindman, IF Ituarte","Co-creation, commercialization and intellectual property-challenges with 3D printing",2016.0,European Journal of Law and …,research.aalto.fi,https://research.aalto.fi/en/publications/co-creation-commercialization-and-intellectual-property-challenge,https://scholar.google.com/scholar?cites=14357122144564403783&as_sdt=2005&sciodt=2007&hl=en,482,8/22/24 10:20,,,,,,,,,10,1.25,3,3,8.0,"… digital CAD files downloaded from available open hardware repositories (or otherwise created … the empirical study (5.2.1, 5.2.2, 5.2.3). In session 5.2.2., before presenting the empirical …",https://research.aalto.fi/files/11502338/497_2479_2_PB.pdf,https://scholar.google.com/scholar?q=related:R96n74W-PscJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,"co-creation, commercialization and intellectual property-challenges with 3d printing",
9,"CB Santos, DJ Ferreira, ...",Robotics and programming: attracting girls to technology,2016.0,… on Advances in …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7732353/,https://scholar.google.com/scholar?cites=3992752742453998561&as_sdt=2005&sciodt=2007&hl=en,455,8/22/24 10:20,,,,,,,,,9,1.13,3,3,8.0,"… However, few studies have empirical evidence to prove the impact of robotics on learning. … The project now also has a 3D Prusa Mendel RepRap printer V2, also open hardware …",https://ieeexplore.ieee.org/iel7/7592392/7732013/07732353.pdf,https://scholar.google.com/scholar?q=related:4fPv-XYbaTcJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,robotics and programming: attracting girls to technology,
9,"L Mustafa, E Černčič, B Thomsen",FSO artificial low-cost fog attenuation experiment design,2016.0,2016 10th International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7573978/,https://scholar.google.com/scholar?cites=10094414810812501496&as_sdt=2005&sciodt=2007&hl=en,328,8/22/24 10:20,,,,,,,,,9,1.13,3,3,8.0,"… We propose a new empirical model for this region and show that longer infra-red wavelengths … Currently, KORUZA is the only operational open-source, open-hardware FSO prototype …",https://ieeexplore.ieee.org/iel7/7565239/7573872/07573978.pdf,https://scholar.google.com/scholar?q=related:-M3rtcmQFowJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,fso artificial low-cost fog attenuation experiment design,
6,"G De Izarra, Z Elter, C Jammes",Design of a high order Campbelling mode measurement system using open source hardware,2016.0,… and Methods in Physics Research Section …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0168900216309767,https://scholar.google.com/scholar?cites=7846341233342938966&as_sdt=2005&sciodt=2007&hl=en,116,8/22/24 10:20,HTML,,,,,,,,6,0.75,2,3,8.0,This paper reviews a new real-time measurement instrument dedicated for online neutron monitoring with fission chambers in nuclear reactors. The instrument implements the higher …,https://www.sciencedirect.com/science/article/pii/S0168900216309767,https://scholar.google.com/scholar?q=related:Vv_nr8fN42wJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,design of a high order campbelling mode measurement system using open source hardware,
6,"Gagan Gupta, Tony Nowatzki, Vinay Gangadhar, Karthikeyan Sankaralingam",Open-source Hardware: Opportunities and Challenges,2016.0,,,,,77,8/22/24 15:04,,,,,,,,,6,0.75,2,4,8.0,"Innovation in hardware is slowing due to rising costs of chip design and diminishing benefits from Moore's law and Dennard scaling. Software innovation, on the other hand, is flourishing, helped in good measure by a thriving open-source ecosystem. We believe that open source can similarly help hardware innovation, but has not yet due to several reasons. We identify these reasons and how the industry, academia, and the hardware community at large can come together to address them.",,,open-source hardware: opportunities and challenges,
6,"M Kütt, M Göttsche, A Gläser","Disarmament Hacking 2.0: Toward a Trusted, Open-Hardware Computing Platform for Nuclear Warhead Verification",2016.0,57th Annual Meeting …,publications.rwth-aachen.de,http://publications.rwth-aachen.de/record/773001/files/773001.pdf,https://scholar.google.com/scholar?cites=5259051361792542212&as_sdt=2005&sciodt=2007&hl=en,107,8/22/24 10:20,PDF,,,,,,,,6,0.75,2,3,8.0,"… The current method is based on an empirical version of the Kolmogorov Smirnov test, which requires only [five] lines of code. Many other testing algorithms are imaginable, and a …",http://publications.rwth-aachen.de/record/773001/files/773001.pdf,https://scholar.google.com/scholar?q=related:BMYtk1nn-0gJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,"disarmament hacking 2.0: toward a trusted, open-hardware computing platform for nuclear warhead verification",
5,"F Von Briel, J Recker",The dual nature of information systems in enabling a new wave of hardware ventures: Towards a theory,2016.0,2016 49th Hawaii International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7427411/,https://scholar.google.com/scholar?cites=17000432274976259190&as_sdt=2005&sciodt=2007&hl=en,275,8/22/24 10:20,,,,,,,,,5,0.63,3,2,8.0,… We briefly describe different empirical research strategies that could be used to explore our … developed its product based on open source hardware and has revealed all construction …,https://ieeexplore.ieee.org/iel7/7426593/7427173/07427411.pdf,https://scholar.google.com/scholar?q=related:drwL-hSr7esJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,the dual nature of information systems in enabling a new wave of hardware ventures: towards a theory,
3,"J Gonzalez, E Galvis, C Velandia",Implementation of real-time filter using an open-source platform oriented to R-wave detection,2016.0,2016 XXI Symposium on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7743351/,https://scholar.google.com/scholar?cites=7816308638359968999&as_sdt=2005&sciodt=2007&hl=en,283,8/22/24 10:20,,,,,,,,,3,0.38,1,3,8.0,"… of a digital filter implemented on an open hardware platform called Arduino to detect the R … signal based on a combination between empirical mode decomposition and Hilbert transform,…",https://ieeexplore.ieee.org/iel7/7694910/7743290/07743351.pdf,https://scholar.google.com/scholar?q=related:51xDREsbeWwJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,implementation of real-time filter using an open-source platform oriented to r-wave detection,
3,"MH Rahman, MM Islam",An empirical approach to autonomous gsm bts based on oss and osh,2016.0,2016 3rd International Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7873138/,https://scholar.google.com/scholar?cites=14055611841671679166&as_sdt=2005&sciodt=2007&hl=en,82,8/22/24 10:20,,,,,,,,,3,0.38,2,2,8.0,"… For this purpose, reconfigurable open hardware and open … As the impact of open source hardware and software is … These types of open hardware and software create new opportunity …",https://ieeexplore.ieee.org/iel7/7864799/7873033/07873138.pdf,https://scholar.google.com/scholar?q=related:vkydC4CQD8MJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,an empirical approach to autonomous gsm bts based on oss and osh,
2,G Van Overwalle,Innovation without Property?,2016.0,"V. Achten, G. Bouckaert and E",lirias.kuleuven.be,https://lirias.kuleuven.be/retrieve/388934,https://scholar.google.com/scholar?cites=2145716757255910335&as_sdt=2005&sciodt=2007&hl=en,371,8/22/24 10:20,PDF,,,,,,,,2,0.25,2,1,8.0,… Open source software and open source hardware communities are an example of this … Empirical evidence and economic analysis would be helpful in providing a wider scientific …,https://lirias.kuleuven.be/retrieve/388934,https://scholar.google.com/scholar?q=related:v3PXsAUexx0J:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,innovation without property?,
2,Joshua M. Pearce,Undermined by overhead accounting,2016.0,Science,Amer Assoc Advancement Science,,,554,8/22/24 16:58,Letter,,0036-8075,,352.0,6282.0,158.0,159.0,2,0.25,2,1,8.0,,,,undermined by overhead accounting,
1,"H Cha, S Lee, HJ Kim",Development and Deployment of ICT DIY Standards in Support of Internet of Things: A Qualitative Approach,2016.0,… Conference on Smart City; IEEE 2nd …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7828457/,https://scholar.google.com/scholar?cites=6361917155772596517&as_sdt=2005&sciodt=2007&hl=en,160,8/22/24 10:20,,,,,,,,,1,0.13,0,3,8.0,"… In this paper, the empirical impact of ICT DIY standards … its related topics including open-source hardware, open-source … In chapter 4, the authors observed the empirical impacts of ICT …",,https://scholar.google.com/scholar?q=related:JQFKQPIRSlgJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,development and deployment of ict diy standards in support of internet of things: a qualitative approach,
1,"JK Deisner, C Grieser",The Relationship between Openness and Closedness in the FabLab. A Differentiated Typology of Possible Relations between Institutional Logics,2016.0,… Wissen: Gemeinsames und geteiltes Wissen in …,d-nb.info,https://d-nb.info/1186409576/34#page=158,https://scholar.google.com/scholar?cites=664410415730419529&as_sdt=2005&sciodt=2007&hl=en,406,8/22/24 10:20,PDF,,,,,,,,1,0.13,1,2,8.0,… of the more enthusiastic literature on the Open Source and Open Hardware movement (ibid.). But … We began our empirical endeavour with three explorative interviews in different open …,https://d-nb.info/1186409576/34#page=158,https://scholar.google.com/scholar?q=related:SWeuvsB1OAkJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,the relationship between openness and closedness in the fablab. a differentiated typology of possible relations between institutional logics,
0,F. Therriault-Proulx,Open Source Hardware: General Overview,2016.0,Medical Physics,Wiley,,,770,8/22/24 16:58,Meeting Abstract,10.1118/1.4958140,0094-2405,,43.0,6.0,3872.0,3873.0,0,0.0,0,1,8.0,,,,open source hardware: general overview,10.1118/1.4958140
0,J. Cunha,Open Source Hardware in the Context of Simple and Widely Shared Clinical Applications,2016.0,Medical Physics,Wiley,,,771,8/22/24 16:58,Meeting Abstract,10.1118/1.4958142,0094-2405,,43.0,6.0,3872.0,3873.0,0,0.0,0,1,8.0,,,,open source hardware in the context of simple and widely shared clinical applications,10.1118/1.4958142
0,Francois Therriault-Proulx,Open Source Hardware in Medical Physics and Its Potential to Accelerate Innovation,2016.0,Medical Physics,Wiley,,,769,8/22/24 16:58,Meeting Abstract,10.1118/1.4958139,0094-2405,,43.0,6.0,3872.0,3873.0,0,0.0,0,1,8.0,,,,open source hardware in medical physics and its potential to accelerate innovation,10.1118/1.4958139
0,김지연,Platform Planning Framework for Open Source Hardware Development with Case Study of Project Ara,2016.0,,s-space.snu.ac.kr,https://s-space.snu.ac.kr/handle/10371/123605,,117,8/22/24 10:20,,,,,,,,,0,0.0,0,1,8.0,"This paper will demonstrate how to evaluate platform design for an open source hardware development project. First, the open source hardware development is investigated as a …",https://s-space.snu.ac.kr/bitstream/10371/123605/1/000000136629.pdf,https://scholar.google.com/scholar?q=related:I7hljKNAHIcJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,platform planning framework for open source hardware development with case study of project ara,
0,F. Therriault-Proulx,TH-C-BRB-01: Open Source Hardware: General Overview,2016.0,Medical Physics,Wiley,http://dx.doi.org/10.1118/1.4958140,,114,8/22/24 15:14,journal-article,10.1118/1.4958140,0094-2405,,43.0,6.0,3872.0,3873.0,0,0.0,0,1,8.0,,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1118%2F1.4958140,,th-c-brb-01: open source hardware: general overview,10.1118/1.4958140
0,Francois Therriault-Proulx,TH-C-BRB-00: Open Source Hardware in Medical Physics and Its Potential to Accelerate Innovation,2016.0,Medical Physics,Wiley,http://dx.doi.org/10.1118/1.4958139,,254,8/22/24 15:14,journal-article,10.1118/1.4958139,0094-2405,,43.0,6.0,3872.0,3873.0,0,0.0,0,1,8.0,,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1118%2F1.4958139,,th-c-brb-00: open source hardware in medical physics and its potential to accelerate innovation,10.1118/1.4958139
0,FA López Gil,Selection and testing of a Solar MicroTurbine Controller,2016.0,,diva-portal.org,https://www.diva-portal.org/smash/record.jsf?pid=diva2:970576,,395,8/22/24 10:20,,,,,,,,,0,0.0,0,1,8.0,"… this work describes the selection and implementation of an open source hardware controller … a combustion chamber, traditionally this is the most empirical component of the turbine [21] …",https://www.diva-portal.org/smash/get/diva2:970576/FULLTEXT01.pdf,https://scholar.google.com/scholar?q=related:8LJj7JFEE7MJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,selection and testing of a solar microturbine controller,
0,J. Cunha,TH-C-BRB-03: Open Source Hardware in the Context of Simple and Widely Shared Clinical Applications,2016.0,Medical Physics,Wiley,http://dx.doi.org/10.1118/1.4958142,,256,8/22/24 15:14,journal-article,10.1118/1.4958142,0094-2405,,43.0,6.0,3872.0,3873.0,0,0.0,0,1,8.0,,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1118%2F1.4958142,,th-c-brb-03: open source hardware in the context of simple and widely shared clinical applications,10.1118/1.4958142
0,"Kelly Cantwell, Julie Bryant, Kimberley Frederick",Using open source hardware to construct diagnostic devices for the developing world,2016.0,Abstracts Of Papers Of The American Chemical Society,Amer Chemical Soc,,,772,8/22/24 16:58,Meeting Abstract,,0065-7727,,251.0,,,,0,0.0,0,3,8.0,,,,using open source hardware to construct diagnostic devices for the developing world,
493,"Chia-che Tsai, Donald E. Porter, Mona Vij",Graphene-SGX: A Practical Library OS for Unmodified Applications on SGX,2017.0,,,,,956,8/22/24 15:04,,,,,,,,,493,70.43,164,3,7.0,"Intel SGX hardware enables applications to protect themselves from potentially-malicious OSes or hypervisors. In cloud computing and other systems, many users and applications could benefit from SGX. Unfortunately, current applications will not work out-of-the-box on SGX. Although previous work has shown that a library OS can execute unmodified applications on SGX, a belief has developed that a library OS will be ruinous for performance and TCB size, making application code modification an implicit prerequisite to adopting SGX.    This paper demonstrates that these concerns are exaggerated, and that a fully-featured library OS can rapidly deploy unmodified applications on SGX with overheads comparable to applications modified to use ""shim"" layers. We present a port of Graphene to SGX, as well as a number of improvements to make the security benefits of SGX more usable, such as integrity support for dynamically-loaded libraries, and secure multiprocess support. Graphene-SGX supports a wide range of unmodified applications, including Apache, GCC, and the R interpreter. The performance overheads of Graphene-SGX range from matching a Linux process to less than 2× in most single-process cases; these overheads are largely attributable to current SGX hardware or missed opportunities to optimize Graphene internals, and are not necessarily fundamental to leaving the application unmodified. Graphene-SGX is open-source and has been used concurrently by other groups for SGX research.",,,graphene-sgx: a practical library os for unmodified applications on sgx,
226,"M Angelidou, A Psaltoglou",An empirical investigation of social innovation initiatives for sustainable urban development,2017.0,Sustainable cities and society,Elsevier,https://www.sciencedirect.com/science/article/pii/S2210670716307235,https://scholar.google.com/scholar?cites=3649859749878328805&as_sdt=2005&sciodt=2007&hl=en,162,8/22/24 10:20,HTML,,,,,,,,226,32.29,113,2,7.0,"… through the development of new products (Air Quality Egg, Citizen Sensor, Smart Citizen, YouSense), such as hardware and software, as well as through theoretical and empirical …",https://www.sciencedirect.com/science/article/pii/S2210670716307235,https://scholar.google.com/scholar?q=related:5W1-zxropjIJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,an empirical investigation of social innovation initiatives for sustainable urban development,
165,"N Spolaôr, FBV Benitti",Robotics applications grounded in learning theories on tertiary education: A systematic review,2017.0,Computers &Education,Elsevier,https://www.sciencedirect.com/science/article/pii/S0360131517300970,https://scholar.google.com/scholar?cites=11437548347462678428&as_sdt=2005&sciodt=2007&hl=en,450,8/22/24 10:20,HTML,,,,,,,,165,23.57,83,2,7.0,"… Empirical evidence suggests the effectiveness of robotics as a learning complementary tool … In addition, empirical results reported by the selected publications suggest that some …",https://www.sciencedirect.com/science/article/pii/S0360131517300970,https://scholar.google.com/scholar?q=related:nHfej59Vup4J:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,robotics applications grounded in learning theories on tertiary education: a systematic review,
121,JM Pearce,Emerging business models for open source hardware,2017.0,Journal of Open Hardware,papers.ssrn.com,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3331121,https://scholar.google.com/scholar?cites=2554833748748140236&as_sdt=2005&sciodt=2007&hl=en,19,8/22/24 10:20,,,,,,,,,121,17.29,121,1,7.0,The rise of Free and Open Source models for software development has catalyzed the growth of Free and Open Source Hardware (also known as “Libre Hardware”). Libre hardware is …,https://ojs.lib.uwo.ca/index.php/openhardware/article/download/17827/13432,https://scholar.google.com/scholar?q=related:zP5PJsKXdCMJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,emerging business models for open source hardware,
120,"SL Chu, G Angello, M Saenz, F Quek",Fun in Making: Understanding the experience of fun and learning through curriculum-based Making in the elementary school classroom,2017.0,Entertainment Computing,Elsevier,https://www.sciencedirect.com/science/article/pii/S1875952116300283,https://scholar.google.com/scholar?cites=2293877529608959701&as_sdt=2005&sciodt=2007&hl=en,200,8/22/24 10:20,,,,,,,,,120,17.14,30,4,7.0,"… be technological gadgets, open source hardware and software, fashion apparel, home decorating, or nearly any other aspect of physical life” [26]. Little empirical research on Making in …",https://www.sciencedirect.com/science/article/am/pii/S1875952116300283,https://scholar.google.com/scholar?q=related:1baXrnV91R8J:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,fun in making: understanding the experience of fun and learning through curriculum-based making in the elementary school classroom,
91,"M Hamalainen, J Karjalainen",Social manufacturing: When the maker movement meets interfirm production networks,2017.0,Business Horizons,Elsevier,https://www.sciencedirect.com/science/article/pii/S0007681317301052,https://scholar.google.com/scholar?cites=16007822883125817313&as_sdt=2005&sciodt=2007&hl=en,332,8/22/24 10:20,HTML,,,,,,,,91,13.0,46,2,7.0,… We set up the empirical part of our study by locating and selecting two settings in which similar … The company offers programmable open source hardware components that makers can …,https://www.sciencedirect.com/science/article/pii/S0007681317301052,https://scholar.google.com/scholar?q=related:4W8VYBk2J94J:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,social manufacturing: when the maker movement meets interfirm production networks,
