cites,authors,title,year,source,publisher,articleurl,citesurl,gsrank,querydate,type,doi,issn,citationurl,volume,issue,startpage,endpage,ecc,citesperyear,citesperauthor,authorcount,age,abstract,fulltexturl,relatedurl,title_clean,doi_clean
133,"Ling-Jyh Chen, Yao-Hua Ho, Hu-Cheng Lee, Hsuan-Cho Wu, Hao-Min Liu, Hsin-Hung Hsieh, Yu-Te Huang, Shih-Chun Candice Lung",An Open Framework for Participatory PM2.5 Monitoring in Smart Cities,2017.0,Ieee Access,Ieee-Inst Electrical Electronics Engineers Inc,,,11,8/22/24 16:58,Article,10.1109/ACCESS.2017.2723919,2169-3536,,5.0,,14441.0,14454.0,133,19.0,17,8,7.0,"As the population in cities continues to increase rapidly, air pollution becomes a serious issue from public health to social economy. Among all pollutants, fine particulate matters (PM2.5) directly related to various serious health concerns, e.g., lung cancer, premature death, asthma, and cardiovascular and respiratory diseases. To enhance the quality of urban living, sensors are deployed to create smart cities. In this paper, we present a participatory urban sensing framework for PM2.5 monitoring with more than 2500 devices deployed in Taiwan and 29 other countries. It is one of the largest deployment project for PM2.5 monitor in the world as we know until May 2017. The key feature of the framework is its open system architecture, which is based on the principles of open hardware, open source software, and open data. To facilitate the deployment of the framework, we investigate the accuracy issue of low-cost particle sensors with a comprehensive set of comparison evaluations to identify the most reliable sensor. By working closely with government authorities, industry partners, and maker communities, we can construct an effective eco-system for participatory urban sensing of PM2.5 particles. Based on our deployment achievements to date, we provide a number of data services to improve environmental awareness, trigger on-demand responses, and assist future government policymaking. The proposed framework is highly scalable and sustainable with the potential to facilitate the Internet of Things, smart cities, and citizen science in the future.",,,an open framework for participatory pm2.5 monitoring in smart cities,10.1109/access.2017.2723919
122,A. Izraelevitz,"Reusability is FIRRTL ground: Hardware construction languages, compiler frameworks, and transformations",2017.0,"IEEE/ACM International Conference on Computer-Aided Design, Digest of Technical Papers, ICCAD",,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85043501935&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85043501935&origin=inward,16,8/22/24 16:58,Conference Paper,10.1109/ICCAD.2017.8203780,1092-3152,https://api.elsevier.com/content/abstract/scopus_id/85043501935,2017.0,,209.0,216.0,122,17.43,122,1,7.0,,,,"reusability is firrtl ground: hardware construction languages, compiler frameworks, and transformations",10.1109/iccad.2017.8203780
121,JM Pearce,Emerging business models for open source hardware,2017.0,Journal of Open Hardware,papers.ssrn.com,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3331121,https://scholar.google.com/scholar?cites=2554833748748140236&as_sdt=2005&sciodt=2007&hl=en,19,8/22/24 10:20,,,,,,,,,121,17.29,121,1,7.0,The rise of Free and Open Source models for software development has catalyzed the growth of Free and Open Source Hardware (also known as “Libre Hardware”). Libre hardware is …,https://ojs.lib.uwo.ca/index.php/openhardware/article/download/17827/13432,https://scholar.google.com/scholar?q=related:zP5PJsKXdCMJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,emerging business models for open source hardware,
94,F. Mondada,Bringing Robotics to Formal Education: The Thymio Open-Source Hardware Robot,2017.0,IEEE Robotics and Automation Magazine,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85013649120&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85013649120&origin=inward,21,8/22/24 16:58,Article,10.1109/MRA.2016.2636372,1070-9932,https://api.elsevier.com/content/abstract/scopus_id/85013649120,24.0,1.0,77.0,85.0,94,13.43,94,1,7.0,,,,bringing robotics to formal education: the thymio open-source hardware robot,10.1109/mra.2016.2636372
92,"Francesco Mondada, Michael Bonani, Fanny Riedo, Manon Briod, Lea Pereyre, Philippe Retornaz, Stephane Magnenat",Bringing Robotics to Formal Education: The Thymio Open-Source Hardware Robot,2017.0,IEEE Robotics &amp; Automation Magazine,Institute of Electrical and Electronics Engineers (IEEE),http://dx.doi.org/10.1109/mra.2016.2636372,,525,8/22/24 15:14,journal-article,10.1109/mra.2016.2636372,1070-9932,,24.0,1.0,77.0,85.0,92,13.14,13,7,7.0,,http://xplorestaging.ieee.org/ielx7/100/7886370/07859350.pdf?arnumber=7859350,,bringing robotics to formal education: the thymio open-source hardware robot,10.1109/mra.2016.2636372
86,"F. Mondada, M. Bonani, Fanny Riedo, Manon Briod, Léa Pereyre, P. Rétornaz, Stéphane Magnenat",Bringing Robotics to Formal Education: The Thymio Open-Source Hardware Robot,2017.0,,,,,48,8/22/24 15:04,,10.1109/MRA.2016.2636372,,,,,,,86,12.29,12,7,7.0,"Mobile robots are valuable tools for education because of both the enthusiasm they raise and the multidisciplinary nature of robotics technology. Mobile robots give access to a wide range of fields, such as complex mechanics, sensors, wireless transmission, mathematics, and computer science. However, despite their potential as educational tools, robots are still not as widespread in schools as they could be. In this article, we identify five key reasons: lack of diversity, high cost, noninclusive design, lack of educational material, and lack of stability over time. Then, we describe our answers to these problems, as we implemented them in the Thymio project: a mature mass-produced open-hardware robot, at a low price, with a multiage and gender-neutral feature set, and with a design promoting creativity, facilitating learning, and providing a wide range of interaction possibilities from built-in behaviors to text programming, passing through different visual programming environments. We highlight some neglected key issues that differentiate open-source hardware from open-source software, for instance the legal uncertainty of designing open hardware using professional computer-aided design (CAD) tools and the difficulty to distribute the development. Our solution to these being to increase the awareness of CAD editors to open-source hardware and to provide a two-layer development model for hardware.",,,bringing robotics to formal education: the thymio open-source hardware robot,10.1109/mra.2016.2636372
80,J. Avery,A versatile and reproducible multi-frequency electrical impedance tomography system,2017.0,Sensors (Switzerland),,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85011650068&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85011650068&origin=inward,34,8/22/24 16:58,Article,10.3390/s17020280,1424-8220,https://api.elsevier.com/content/abstract/scopus_id/85011650068,17.0,2.0,,,80,11.43,80,1,7.0,,,,a versatile and reproducible multi-frequency electrical impedance tomography system,10.3390/s17020280
77,Joshua M. Pearce,Emerging Business Models for Open Source Hardware,2017.0,,,,,36,8/22/24 15:04,,10.5334/JOH.4,,,,,,,77,11.0,77,1,7.0,"The rise of Free and Open Source models for software development has catalyzed the growth of Free and Open Source hardware (also known as “Libre Hardware”). Libre Hardware is gaining significant traction in the scientific hardware community, where there is evidence that open development creates both technically superior and far less expensive scientific equipment than proprietary models. In this article, the evidence is reviewed and a collection of examples of business models is developed to service scientists who have the option to manufacture their own equipment using Open Source designs. Profitable Libre Hardware business models are reviewed, which includes kit, specialty component, and calibration suppliers for makers. The results indicate that Libre Hardware businesses should target technically sophisticated customers first and, as usability matures, target expanded markets of conventional consumers.",,,emerging business models for open source hardware,10.5334/joh.4
76,"James Avery, Thomas Dowrick, Mayo Faulkner, Nir Goren, David Holder",A Versatile and Reproducible Multi-Frequency Electrical Impedance Tomography System,2017.0,Sensors,Mdpi,,,24,8/22/24 16:58,Article,10.3390/s17020280,1424-8220,,17.0,2.0,,,76,10.86,15,5,7.0,"A highly versatile Electrical Impedance Tomography (EIT) system, nicknamed the ScouseTom, has been developed. The systemallows control over current amplitude, frequency, number of electrodes, injection protocol and data processing. Current is injected using a Keithley 6221 current source, and voltages are recordedwith a 24-bit EEGsystemwithminimumbandwidth of 3.2 kHz. Custom PCBs interface with a PC to control the measurement process, electrode addressing and triggering of external stimuli. The performance of the system was characterised using resistor phantoms to represent human scalp recordings, with an SNR of 77.5 dB, stable across a four hour recording and 20 Hz to 20 kHz. In studies of both haeomorrhage using scalp electrodes, and evoked activity using epicortical electrode mats in rats, it was possible to reconstruct images matching established literature at known areas of onset. Data collected using scalp electrode in humans matched known tissue impedance spectra and was stable over frequency. The experimental procedure is software controlled and is readily adaptable to new paradigms. Where possible, commercial or open-source components were used, to minimise the complexity in reproduction. The hardware designs and software for the system have been released under an open source licence, encouraging contributions and allowing for rapid replication.",,,a versatile and reproducible multi-frequency electrical impedance tomography system,10.3390/s17020280
76,"J Bonvoisin, R Mies, JF Boujut, R Stark",What is the “source” of open source hardware?,2017.0,Journal of Open Hardware,ojs.lib.uwo.ca,https://ojs.lib.uwo.ca/index.php/openhardware/article/view/17830,https://scholar.google.com/scholar?cites=16177443019415216237&as_sdt=2005&sciodt=2007&hl=en,2,8/22/24 10:20,,,,,,,,,76,10.86,19,4,7.0,… tend to interpret the concept of open source hardware. It specifically focuses on the recent … of non-electronic and complex open source hardware products. The empirical results strongly …,https://ojs.lib.uwo.ca/index.php/openhardware/article/download/17830/13438,https://scholar.google.com/scholar?q=related:beBd4rbSgeAJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,what is the “source” of open source hardware?,
76,"S. Oberloier, Joshua M. Pearce",General Design Procedure for Free and Open-Source Hardware for Scientific Equipment,2017.0,,,,,38,8/22/24 15:04,,10.3390/DESIGNS2010002,,,,,,,76,10.86,38,2,7.0,"Distributed digital manufacturing of free and open-source scientific hardware (FOSH) used for scientific experiments has been shown to in general reduce the costs of scientific hardware by 90–99%. In part due to these cost savings, the manufacturing of scientific equipment is beginning to move away from a central paradigm of purchasing proprietary equipment to one in which scientists themselves download open-source designs, fabricate components with digital manufacturing technology, and then assemble the equipment themselves. This trend introduces a need for new formal design procedures that designers can follow when targeting this scientific audience. This study provides five steps in the procedure, encompassing six design principles for the development of free and open-source hardware for scientific applications. A case study is provided for an open-source slide dryer that can be easily fabricated for under $20, which is more than 300 times less than some commercial alternatives. The bespoke design is parametric and easily adjusted for many applications. By designing using open-source principles and the proposed procedures, the outcome will be customizable, under control of the researcher, less expensive than commercial options, more maintainable, and will have many applications that benefit the user since the design documentation is open and freely accessible.",,,general design procedure for free and open-source hardware for scientific equipment,10.3390/designs2010002
75,S. Raza,Building the Internet of Things with bluetooth smart,2017.0,Ad Hoc Networks,,https://api.elsevier.com/content/article/eid/1-s2.0-S1570870516302050,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84994115599&origin=inward,41,8/22/24 16:58,Article,10.1016/j.adhoc.2016.08.012,1570-8705,https://api.elsevier.com/content/abstract/scopus_id/84994115599,57.0,,19.0,31.0,75,10.71,75,1,7.0,,,,building the internet of things with bluetooth smart,10.1016/j.adhoc.2016.08.012
70,"Michael D. M. Dryden, Ryan Fobel, Christian Fobel, Aaron R. Wheeler",Upon the Shoulders of Giants: Open-Source Hardware and Software in Analytical Chemistry,2017.0,Analytical Chemistry,American Chemical Society (ACS),http://dx.doi.org/10.1021/acs.analchem.7b00485,,526,8/22/24 15:14,journal-article,10.1021/acs.analchem.7b00485,0003-2700,,89.0,8.0,4330.0,4338.0,70,10.0,18,4,7.0,,http://pubs.acs.org/doi/pdf/10.1021/acs.analchem.7b00485,,upon the shoulders of giants: open-source hardware and software in analytical chemistry,10.1021/acs.analchem.7b00485
70,"Shane Oberloier, Joshua Pearce",General Design Procedure for Free and Open-Source Hardware for Scientific Equipment,2017.0,Designs,MDPI AG,http://dx.doi.org/10.3390/designs2010002,,188,8/22/24 15:14,journal-article,10.3390/designs2010002,2411-9660,,2.0,1.0,2.0,2.0,70,10.0,35,2,7.0,"Distributed digital manufacturing of free and open-source scientific hardware (FOSH) used for scientific experiments has been shown to in general reduce the costs of scientific hardware by 90–99%. In part due to these cost savings, the manufacturing of scientific equipment is beginning to move away from a central paradigm of purchasing proprietary equipment to one in which scientists themselves download open-source designs, fabricate components with digital manufacturing technology, and then assemble the equipment themselves. This trend introduces a need for new formal design procedures that designers can follow when targeting this scientific audience. This study provides five steps in the procedure, encompassing six design principles for the development of free and open-source hardware for scientific applications. A case study is provided for an open-source slide dryer that can be easily fabricated for under $20, which is more than 300 times less than some commercial alternatives. The bespoke design is parametric and easily adjusted for many applications. By designing using open-source principles and the proposed procedures, the outcome will be customizable, under control of the researcher, less expensive than commercial options, more maintainable, and will have many applications that benefit the user since the design documentation is open and freely accessible.",https://www.mdpi.com/2411-9660/2/1/2/pdf,,general design procedure for free and open-source hardware for scientific equipment,10.3390/designs2010002
66,"Michael D. M. Dryden, Ryan Fobel, Christian Fobel, Aaron R. Wheeler",Upon the Shoulders of Giants: Open-Source Hardware and Software in Analytical Chemistry,2017.0,Analytical Chemistry,Amer Chemical Soc,,,33,8/22/24 16:58,Article,10.1021/acs.analchem.7b00485,0003-2700,,89.0,8.0,4330.0,4338.0,66,9.43,17,4,7.0,"Isaac Newton famously observed that ""if I have seen further it is by standing on the shoulders of giants."" We propose that this sentiment is a powerful motivation for the ""open-source"" movement in scientific research, in which creators provide everything needed to replicate a given project online, as well as providing explicit permission for users to use, improve, and share it with others. Here, we write to introduce analytical chemists who are new to the open-source movement to best practices and concepts in this area and to survey the state of open source research in analytical chemistry. We conclude by considering two examples of open-source projects from our own research group, with the hope that a description of the process, motivations, and results will provide a convincing argument about the benefits that this movement brings to both creators and users.",,,upon the shoulders of giants: open-source hardware and software in analytical chemistry,10.1021/acs.analchem.7b00485
66,M.D.M. Dryden,Upon the Shoulders of Giants: Open-Source Hardware and Software in Analytical Chemistry,2017.0,Analytical Chemistry,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85020046750&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85020046750&origin=inward,57,8/22/24 16:58,Article,10.1021/acs.analchem.7b00485,0003-2700,https://api.elsevier.com/content/abstract/scopus_id/85020046750,89.0,8.0,4330.0,4338.0,66,9.43,66,1,7.0,,,,upon the shoulders of giants: open-source hardware and software in analytical chemistry,10.1021/acs.analchem.7b00485
62,"Isaac Núñez, Tamara Matúte, Roberto Herrera, J. Keymer, T. Marzullo, T. Rudge, Fernán Federici",Low cost and open source multi-fluorescence imaging system for teaching and research in biology and bioengineering,2017.0,,,,,256,8/22/24 15:04,,10.1101/194324,,,,,,,62,8.86,9,7,7.0,"The advent of easy-to-use open source microcontrollers, off-the-shelf electronics and customizable manufacturing technologies has facilitated the development of inexpensive scientific devices and laboratory equipment. In this study, we describe an imaging system that integrates low-cost and open-source hardware, software and genetic resources. The multi-fluorescence imaging system consists of readily available 470 nm LEDs, a Raspberry Pi camera and a set of filters made with low cost acrylics. This device allows imaging in scales ranging from single colonies to entire plates. We developed a set of genetic components (e.g. promoters, coding sequences, terminators) and vectors following the standard framework of Golden Gate, which allowed the fabrication of genetic constructs in a combinatorial, low cost and robust manner. In order to provide simultaneous imaging of multiple wavelength signals, we screened a series of long stokes shift fluorescent proteins that could be combined with cyan/green fluorescent proteins. We found CyOFP1, mBeRFP and sfGFP to be the most compatible set for 3-channel fluorescent imaging. We developed open source Python code to operate the hardware to run time-lapse experiments with automated control of illumination and camera and a Python module to analyze data and extract meaningful biological information. To demonstrate the potential application of this integral system, we tested its performance on a diverse range of imaging assays often used in disciplines such as microbial ecology, microbiology and synthetic biology. We also assessed its potential for STEM teaching in a high school environment, using it to teach biology, hardware design, optics, and programming. Together, these results demonstrate the successful integration of open source hardware, software, genetic resources and customizable manufacturing to obtain a powerful, low cost and robust system for STEM education, scientific research and bioengineering. All the resources developed here are available under open source licenses.",,,low cost and open source multi-fluorescence imaging system for teaching and research in biology and bioengineering,10.1101/194324
62,"Shahid Raza, Prasant Misra, Zhitao He, Thiemo Voigt",Building the Internet of Things with bluetooth smart,2017.0,Ad Hoc Networks,Elsevier,,,35,8/22/24 16:58,Article,10.1016/j.adhoc.2016.08.012,1570-8705,,57.0,,19.0,31.0,62,8.86,16,4,7.0,"The Internet of Things, or the IoT, is an emerging, disruptive technology that enables physical devices to communicate across disparate networks. IP has been the de facto standard for seamless interconnectivity in the traditional Internet; and piggybacking on the success of IP, 6LoWPAN has been the first standardized technology to realize it for networks of resource-constrained devices. In the recent past Bluetooth Low Energy (BLE) a.k.a Bluetooth Smart - a subset of the Bluetooth v4.0 and the latest v4.2 stack, has surfaced as an appealing alternative, with many competing advantages over available low-power communication technologies in the IoT space such as IEEE 802.15.4. However, BLE is a closed standard and lacks open hardware and firmware support, something that hinders innovation and development in this field. In this article, we aim to overcome some of the constraints in BLE's core building blocks by making three contributions: first, we present the design of a new open hardware platform for BLE; second, we provide a Contiki O.S. port for the new platform; and third, we identify research challenges and opportunities in 6LoWPAN-connected Bluetooth Smart. We believe that the knowledge and insights will facilitate IoT innovations based on this promising technology. (C) 2016 Elsevier B.V. All rights reserved.",,,building the internet of things with bluetooth smart,10.1016/j.adhoc.2016.08.012
59,I. Nuñez,Low cost and open source multi-fluorescence imaging system for teaching and research in biology and bioengineering,2017.0,PLoS ONE,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85034117398&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85034117398&origin=inward,61,8/22/24 16:58,Article,10.1371/journal.pone.0187163,1932-6203,https://api.elsevier.com/content/abstract/scopus_id/85034117398,12.0,11.0,,,59,8.43,59,1,7.0,,,,low cost and open source multi-fluorescence imaging system for teaching and research in biology and bioengineering,10.1371/journal.pone.0187163
56,X. Zhao,GPS-Disciplined Analog-to-Digital Converter for Phasor Measurement Applications,2017.0,IEEE Transactions on Instrumentation and Measurement,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85019850006&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85019850006&origin=inward,67,8/22/24 16:58,Article,10.1109/TIM.2017.2700158,0018-9456,https://api.elsevier.com/content/abstract/scopus_id/85019850006,66.0,9.0,2349.0,2357.0,56,8.0,56,1,7.0,,,,gps-disciplined analog-to-digital converter for phasor measurement applications,10.1109/tim.2017.2700158
56,Joshua M. Pearce,Emerging Business Models for Open Source Hardware,2017.0,Journal of Open Hardware,"University of Western Ontario, Western Libraries",http://dx.doi.org/10.5334/joh.4,,2,8/22/24 15:14,journal-article,10.5334/joh.4,2514-1708,,1.0,1.0,,,56,8.0,56,1,7.0,,https://doi.org/10.5334/joh.4,,emerging business models for open source hardware,10.5334/joh.4
55,"Isaac Nunez, Tamara Matute, Roberto Herrera, Juan Keymer, Timothy Marzullo, Timothy Rudge, Fernan Federici",Low cost and open source multi-fluorescence imaging system for teaching and research in biology and bioengineering,2017.0,Plos One,Public Library Science,,,40,8/22/24 16:58,Article,10.1371/journal.pone.0187163,1932-6203,,12.0,11.0,,,55,7.86,8,7,7.0,"The advent of easy-to-use open source microcontrollers, off-the-shelf electronics and customizable manufacturing technologies has facilitated the development of inexpensive scientific devices and laboratory equipment. In this study, we describe an imaging system that integrates low-cost and open-source hardware, software and genetic resources. The multi-fluorescence imaging system consists of readily available 470 nm LEDs, a Raspberry Pi camera and a set of filters made with low cost acrylics. This device allows imaging in scales ranging from single colonies to entire plates. We developed a set of genetic components (e.g. promoters, coding sequences, terminators) and vectors following the standard framework of Golden Gate, which allowed the fabrication of genetic constructs in a combinatorial, low cost and robust manner. In order to provide simultaneous imaging of multiple wavelength signals, we screened a series of long stokes shift fluorescent proteins that could be combined with cyan/green fluorescent proteins. We found CyOFP1, mBeRFP and sfGFP to be the most compatible set for 3-channel fluorescent imaging. We developed open source Python code to operate the hardware to run time-lapse experiments with automated control of illumination and camera and a Python module to analyze data and extract meaningful biological information. To demonstrate the potential application of this integral system, we tested its performance on a diverse range of imaging assays often used in disciplines such as microbial ecology, microbiology and synthetic biology. We also assessed its potential use in a high school environment to teach biology, hardware design, optics, and programming. Together, these results demonstrate the successful integration of open source hardware, software, genetic resources and customizable manufacturing to obtain a powerful, low cost and robust system for education, scientific research and bioengineering. All the resources developed here are available under open source licenses.",,,low cost and open source multi-fluorescence imaging system for teaching and research in biology and bioengineering,10.1371/journal.pone.0187163
54,"Mayuresh Desai, Arati S. Phadke",Internet of Things based vehicle monitoring system,2017.0,,,,,700,8/22/24 15:04,,10.1109/WOCN.2017.8065840,,,,,,,54,7.71,27,2,7.0,"Advances in technologies and availability of economical open source hardware systems are setting a new trend in system designing. Use of technologies like Internet of Things (IoT) can ease the process of data collection and analysis. The main objective of the paper is to describe a system which can monitor or track the location and vehicle parameters of different test vehicles from a centralized place for research and development purposes and to store data of testing parameters of those vehicles on the server for further analysis and records. System design will be generalized for monitoring different parameters like Location, Vehicle speed, Engine compartment temperature, Fuel consumption and many more. Proposed system uses Open source controller and GPS/GSM/GPRS module for data transfer application.",,,internet of things based vehicle monitoring system,10.1109/wocn.2017.8065840
51,C. Brady,"All Roads Lead to Computing: Making, Participatory Simulations, and Social Computing as Pathways to Computer Science",2017.0,IEEE Transactions on Education,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85001123251&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85001123251&origin=inward,72,8/22/24 16:58,Article,10.1109/TE.2016.2622680,0018-9359,https://api.elsevier.com/content/abstract/scopus_id/85001123251,60.0,1.0,59.0,66.0,51,7.29,51,1,7.0,,,,"all roads lead to computing: making, participatory simulations, and social computing as pathways to computer science",10.1109/te.2016.2622680
50,J. Lee,A desktop multi-material 3D bio-printing system with open-source hardware and software,2017.0,International Journal of Precision Engineering and Manufacturing,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85017167052&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85017167052&origin=inward,78,8/22/24 16:58,Article,10.1007/s12541-017-0072-x,2234-7593,https://api.elsevier.com/content/abstract/scopus_id/85017167052,18.0,4.0,605.0,612.0,50,7.14,50,1,7.0,,,,a desktop multi-material 3d bio-printing system with open-source hardware and software,10.1007/s12541-017-0072-x
48,F. Bouquet,Project-based physics labs using low-cost open-source hardware,2017.0,American Journal of Physics,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85013158331&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85013158331&origin=inward,83,8/22/24 16:58,Article,10.1119/1.4972043,0002-9505,https://api.elsevier.com/content/abstract/scopus_id/85013158331,85.0,3.0,216.0,222.0,48,6.86,48,1,7.0,,,,project-based physics labs using low-cost open-source hardware,10.1119/1.4972043
48,"Jaehoo Lee, Kyu Eon Kim, Sumi Bang, Insup Noh, Chibum Lee",A Desktop Multi-Material 3D Bio-Printing System with Open-Source Hardware and Software,2017.0,International Journal Of Precision Engineering And Manufacturing,Korean Soc Precision Eng,,,47,8/22/24 16:58,Article,10.1007/s12541-017-0072-x,2234-7593,,18.0,4.0,605.0,612.0,48,6.86,10,5,7.0,"Three-dimensional (3D) printing technology is considered to be a major driving innovation in tissue engineering, since a custom-made manufacturing for patients is essential for tissue and organ generation. Depending on the bio-materials and the applications, various 3D bio-printing technologies are used. A system capable of printing a variety of bio-materials through various methods is required for fabrication of hybrid scaffolds for tissue engineering research. This paper describes the design and integration of a multi-channel 3D bio-printing system at an affordable price based on open source hardware and software. The hardware and software components of the 3D bio-printing system and the process of finding optimal printing conditions are described in the paper. Fabrication of the hybrid scaffold of synthetic polymer and cell loaded hydrogel are presented to validate the performance of the system.",,,a desktop multi-material 3d bio-printing system with open-source hardware and software,10.1007/s12541-017-0072-x
48,"Xiaodong Zhao, David M. Laverty, Adrian McKernan, D. John Morrow, Kieran McLaughlin, Sakir Sezer",GPS-Disciplined Analog-to-Digital Converter for Phasor Measurement Applications,2017.0,Ieee Transactions On Instrumentation And Measurement,Ieee-Inst Electrical Electronics Engineers Inc,,,46,8/22/24 16:58,Article,10.1109/TIM.2017.2700158,0018-9456,,66.0,9.0,2349.0,2357.0,48,6.86,8,6,7.0,"This paper presents a data acquisition unit which synchronously samples multiple channels in a manner such that the time of day at which each sample is taken is known. This allows measurements taken at multiple locations to be compared with confidence. The intended application is wide area electrical power system measurements, in particular phasor measurement units (PMUs). The novelty of the authors' design is the application of an open hardware development platform to discipline a commodity analog-to-digital converter (ADC) to a broadcast time signal, usually but not exclusively GPS. The methodology used creates a driver layer for the ADC to achieve real-time sampling in a nonpreemptive Linux environment. The use of open hardware and software addresses the need for a transparent instrument for use in research and development of PMU technology. Through a choice of either a software or hardware phase-locked loop, the ADC is controlled to acquire exactly 256 samples per nominal power system cycle (i. e., 50/60 Hz), precisely time synchronized to GPS, at 16-b resolution and 94.2-dB SNR. The design of a printed circuit board expansion board featuring all necessary components is provided. The performance of the system is evaluated. Interoperability and data exchange with other systems is achieved by use of open schemas and communication protocols. This allows rapid integration with popular numerical simulation environments.",,,gps-disciplined analog-to-digital converter for phasor measurement applications,10.1109/tim.2017.2700158
46,"Andrés Mejías, R. S. Herrera, M. Marquez, Antonio José Calderón Godoy, Isaías González Pérez, J. Márquez",Easy Handling of Sensors and Actuators over TCP/IP Networks by Open Source Hardware/Software,2017.0,,,,,50,8/22/24 15:04,,10.3390/s17010094,,,,,,,46,6.57,8,6,7.0,"There are several specific solutions for accessing sensors and actuators present in any process or system through a TCP/IP network, either local or a wide area type like the Internet. The usage of sensors and actuators of different nature and diverse interfaces (SPI, I2C, analogue, etc.) makes access to them from a network in a homogeneous and secure way more complex. A framework, including both software and hardware resources, is necessary to simplify and unify networked access to these devices. In this paper, a set of open-source software tools, specifically designed to cover the different issues concerning the access to sensors and actuators, and two proposed low-cost hardware architectures to operate with the abovementioned software tools are presented. They allow integrated and easy access to local or remote sensors and actuators. The software tools, integrated in the free authoring tool Easy Java and Javascript Simulations (EJS) solve the interaction issues between the subsystem that integrates sensors and actuators into the network, called convergence subsystem in this paper, and the Human Machine Interface (HMI)—this one designed using the intuitive graphical system of EJS—located on the user’s computer. The proposed hardware architectures and software tools are described and experimental implementations with the proposed tools are presented.",,,easy handling of sensors and actuators over tcp/ip networks by open source hardware/software,10.3390/s17010094
45,S. Trilles,Deployment of an open sensorized platform in a smart city context,2017.0,Future Generation Computer Systems,,https://api.elsevier.com/content/article/eid/1-s2.0-S0167739X16305519,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85007012892&origin=inward,89,8/22/24 16:58,Article,10.1016/j.future.2016.11.005,0167-739X,https://api.elsevier.com/content/abstract/scopus_id/85007012892,76.0,,221.0,233.0,45,6.43,45,1,7.0,,,,deployment of an open sensorized platform in a smart city context,10.1016/j.future.2016.11.005
45,M. Desai,Internet of Things based vehicle monitoring system,2017.0,"IFIP International Conference on Wireless and Optical Communications Networks, WOCN",,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85034606145&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85034606145&origin=inward,88,8/22/24 16:58,Conference Paper,10.1109/WOCN.2017.8065840,2151-7681,https://api.elsevier.com/content/abstract/scopus_id/85034606145,,,,,45,6.43,45,1,7.0,,,,internet of things based vehicle monitoring system,10.1109/wocn.2017.8065840
45,"Jaehoo Lee, Kyu Eon Kim, Sumi Bang, I. Noh, Chibum Lee",A desktop multi-material 3D bio-printing system with open-source hardware and software,2017.0,,,,,45,8/22/24 15:04,,10.1007/S12541-017-0072-X,,,,,,,45,6.43,9,5,7.0,,,,a desktop multi-material 3d bio-printing system with open-source hardware and software,10.1007/s12541-017-0072-x
44,J Pearce,Impacts of open source hardware in science and engineering,2017.0,The Bridge,hal.science,https://hal.science/hal-02111398/,https://scholar.google.com/scholar?cites=12356530232404415109&as_sdt=2005&sciodt=2007&hl=en,14,8/22/24 10:20,,,,,,,,,44,6.29,44,1,7.0,"… research while improving it by supporting the development of free and open source hardware (FOSH) for science and engineering. By harnessing a scalable open source method, …",https://hal.science/hal-02111398/document,https://scholar.google.com/scholar?q=related:hRLXVsc2e6sJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,impacts of open source hardware in science and engineering,
