Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
5,"Beatriz Cavaleiro de Ferreira, Tiago Coutinho, Miguel Ayala Botto, Susana Cardoso","Development of an Inkjet Setup for Printing and Monitoring Microdroplets",2022,"Micromachines","Mdpi","","",372,"2024-08-22 16:58:01","Article","10.3390/mi13111878","2072-666X","",13,11,,,5,2.50,1,4,2,"Inkjet printing is a digitally controlled additive technology that allows the precise deposition of droplets. Because it is additive, it enables geometries usually unattainable by other technologies. Because it is digitally controlled, its output is easily modulated, even during operation. Combined with the development of functional materials and their micrometer precision, it can be applicable in a wide range of fields beyond the traditional graphic industry, such as medical diagnosis, electronics manufacturing, and the fabrication of microlenses. In this work, a solution based on open-source hardware and software was implemented instead of choosing a commercial alternative, making the most of inkjet flexibility in terms of inks, substrates, and actuation signal. First, a piezoelectric printhead from MicroFab, driven by an ArduinoDue, was mounted in a 3D printer adapted to ensure precise movement in three dimensions. Then, a monitoring system using a USB digital microscope and a computational algorithm was integrated. Both systems combined allow the printing and measurement of microdroplets by digital regulation of a unipolar signal. Finally, based on a theoretical model and a set of experimentally collected samples, the curve that relates the unipolar signal amplitude to the size of the microdroplets was estimated with an acceptable range of prediction uncertainty.","",""
11,"Ben G. B. Kitchener, Simon D. Dixon, Kieren O. Howarth, Anthony J. Parsons, John Wainwright, Mark D. Bateman, James R. Cooper, Graham K. Hargrave, Edward J. Long, Caspar J. M. Hewett","A low-cost bench-top research device for turbidity measurement by radially distributed illumination intensity sensing at multiple wavelengths",2019,"Hardwarex","Elsevier","","",252,"2024-08-22 16:58:01","Article","10.1016/j.ohx.2019.e00052","2468-0672","",5,,,,11,2.20,1,10,5,"Presented here is a new bench-top research device for the measurement of the optical turbidity of natural sediment-laden water samples. This prototype device employs 18 unique angular measurement positions and a variety of user-selectable LED light sources. The motivation for this project was the need to generate more parameter-rich data sets pertaining to the light-scattering properties of natural sediment suspensions, and to address the issues raised by Kitchener et al. (2017) concerning the inconsistent calibration methodologies currently employed to quantify suspended sediment concentration (SSC) by optical turbidity measurement. The mechanical design comprises re-purposed waste plastic materials and 3D-printed parts. The active light-source control and monitoring hardware and firmware executes on the open-source Arduino embedded microcontroller platform. The modular light sensors plug into any of the angular measurement positions, providing a 0-5 V nominal output signal, which is readable by the user's choice of data-acquisition system. The device will facilitate the highly detailed characterization of suspended sediment samples, providing 18 voltage output channels for analysis by the user. The precise calibration of the light sensors is by the use of neutral density (ND) filters in conjunction with light-source electrical current measurements, providing light-source intensity values as required. The empirical data provided by existing turbidity meters are acquired using incommensurate methodologies, and therefore they are not cross-comparable. A new methodology, described here, facilitates the cross-comparability of turbidity measurements. (C) 2019 The Authors. Published by Elsevier Ltd.","",""
39,"Ben Van Herbruggen, Bart Jooris, Jen Rossey, Matteo Ridolfi, Nicola Macoir, Quinten Van den Brande, Sam Lemey, Eli De Poorter","Wi-PoS: A Low-Cost, Open Source Ultra-Wideband (UWB) Hardware Platform with Long Range Sub-GHz Backbone",2019,"Sensors","Mdpi","","",61,"2024-08-22 16:58:01","Article","10.3390/s19071548","1424-8220","",19,7,,,39,7.80,5,8,5,"Ultra-wideband (UWB) localization is one of the most promising approaches for indoor localization due to its accurate positioning capabilities, immunity against multipath fading, and excellent resilience against narrowband interference. However, UWB researchers are currently limited by the small amount of feasible open source hardware that is publicly available. We developed a new open source hardware platform, Wi-PoS, for precise UWB localization based on Decawave's DW1000 UWB transceiver with several unique features: support of both long-range sub-GHz and 2.4 GHz back-end communication between nodes, flexible interfacing with external UWB antennas, and an easy implementation of the MAC layer with the Time-Annotated Instruction Set Computer (TAISC) framework. Both hardware and software are open source and all parameters of the UWB ranging can be adjusted, calibrated, and analyzed. This paper explains the main specifications of the hardware platform, illustrates design decisions, and evaluates the performance of the board in terms of range, accuracy, and energy consumption. The accuracy of the ranging system was below 10 cm in an indoor lab environment at distances up to 5 m, and accuracy smaller than 5 cm was obtained at 50 and 75 m in an outdoor environment. A theoretical model was derived for predicting the path loss and the influence of the most important ground reflection. At the same time, the average energy consumption of the hardware was very low with only 81 mA for a tag node and 63 mA for the active anchor nodes, permitting the system to run for several days on a mobile battery pack and allowing easy and fast deployment on sites without an accessible power supply or backbone network. The UWB hardware platform demonstrated flexibility, easy installation, and low power consumption.","",""
20,"Benjamin Ambrose, James M. Baxter, John Cully, Matthew Willmott, Elliot M. Steele, Benji C. Bateman, Marisa L. Martin-Fernandez, Ashley Cadby, Jonathan Shewring, Marleen Aaldering, Timothy D. Craggs","The smfBox is an open-source platform for single-molecule FRET",2020,"Nature Communications","Nature Research","","",133,"2024-08-22 16:58:01","Article","10.1038/s41467-020-19468-4","2041-1723","",11,1,,,20,5.00,2,11,4,"Single-molecule Forster Resonance Energy Transfer (smFRET) is a powerful technique capable of resolving both relative and absolute distances within and between structurally dynamic biomolecules. High instrument costs, and a lack of open-source hardware and acquisition software have limited smFRET's broad application by non-specialists. Here, we present the smfBox, a cost-effective confocal smFRET platform, providing detailed build instructions, open-source acquisition software, and full validation, thereby democratising smFRET for the wider scientific community. Broad uptake of smFRET has been hindered by high instrument costs and a lack of open-source hardware and acquisition software. Here, the authors present the smfBox, a cost-effective open-source platform capable of measuring precise FRET efficiencies between dyes on freely diffusing single molecules.","",""
11,"Benjamin C. Fortune, Christopher G. Pretty, Logan T. Chatfield, Lachlan R. McKenzie, Michael P. Hayes","Low-cost active electromyography",2019,"Hardwarex","Elsevier","","",249,"2024-08-22 16:58:01","Article","10.1016/j.ohx.2019.e00085","2468-0672","",6,,,,11,2.20,2,5,5,"Electromyography (sEMG) is the technique applied to measure the bio-potential signal produced by a contracting skeletal muscle. sEMG has been used for subject intention estimation, force estimation, limb angle estimation and determining muscle activation timing. Typically most sEMG devices on the market, and in literature, are not open source hardware. This results in a device that can be considered as a black box, as it is difficult to determine the applied signal processing. This paper presents an open source low-cost active sEMG circuit, allowing an understanding of sEMG and the challenges involved in designing a high quality device. An open source sEMG design reduces the time and cost associated with initial sEMG research, providing a larger number of researchers with the opportunity to utilise sEMG. The device has been tested on three subjects, resulting in a low baseline noise <= 5.2 mu V-rms and great line noise rejection, resulting in a sensitive device that can capture high quality bio-potential signals. (C) 2019 The Author(s). Published by Elsevier Ltd.","",""
0,"Benjamin H. Paffhausen","Open hardware in neuroscience, better, faster, funner",2022,"Chemical Senses","Oxford Univ Press","","",713,"2024-08-22 16:58:01","Meeting Abstract","","0379-864X","",47,,,,0,0.00,0,1,2,"","",""
12,"Benjamin K. Schilling, Kimberly K. Lamberti, Malik J. Snowden, Jocelyn S. Baker, Kristen Byrd, Chiaki Komatsu, Mario G. Solari, Kacey G. Marra","Design and Fabrication of an Automatable, 3D Printed Perfusion Device for Tissue Infusion and Perfusion Engineering",2020,"Tissue Engineering Part A","Mary Ann Liebert, Inc","","",231,"2024-08-22 16:58:01","Article","10.1089/ten.tea.2019.0209","1937-3341","",26,5,253,264,12,3.00,2,8,4,"Tissue decellularization for generating extracellular matrices has become a staple of regenerative medicine in the recent decades, extending from the research setting to clinical usage. Although methods and protocols for tissue decellularization are abundant throughout the literature, they can be time intensive and typically require specific overhead in terms of equipment. To reduce these barriers to entry, a functional and reproducible prototype of a tissue infusion/perfusion device (TIPD) has been designed and fabricated using three-dimensional printed parts in conjunction with commercially available components. This TIPD forms a system composed of two peristaltic pumps, two 3-way valves, and a chamber in which tissue is contained, and is controlled by user-customizable software. To increase repeatability among decellularization protocols, an automation function has been integrated into the software, which is able to specify fluid flow rates and define specific valve locations enabling selection of solutions to be introduced into a scaffold over the course of a decellularization process. The prototype has been tested for proof of concept through infusion and perfusion decellularization of skeletal muscle and intact kidneys, respectively, and has shown successful removal of cellular content while maintaining an intact ultrastructure. In an effort to increase the reproducibility of experimental designs and to promote an open source hardware initiative in the field of tissue engineering, a novel device was conceptualized and prototyped with printable part files made available for its fabrication in tandem with instructions for assembly. Impact Statement Repeatable methods for decellularization are essential for achieving consistent substrates between batches, laboratories, and facilities. To meet this end, an automatable tissue infusion/perfusion device composed of three-dimensional printed parts and commercially available components has been prototyped and tested. Materials and instructions for its assembly have been made available in an effort to reduce variability among equipment as well as to provide a platform on which to iterate open-source hardware in tissue engineering.","",""
5,"Benjamin R. Hubbard, I Putman, Lindsay, Stephen Techtmann, Joshua M. Pearce","Open Source Vacuum Oven Design for Low-Temperature Drying: Performance Evaluation for Recycled PET and Biomass",2021,"Journal Of Manufacturing And Materials Processing","Mdpi","","",387,"2024-08-22 16:58:01","Article","10.3390/jmmp5020052","2504-4494","",5,2,,,5,1.67,1,4,3,"Vacuum drying can dehydrate materials further than dry heat methods, while protecting sensitive materials from thermal degradation. Many industries have shifted to vacuum drying as cost- or time-saving measures. Small-scale vacuum drying, however, has been limited by the high costs of specialty scientific tools. To make vacuum drying more accessible, this study provides design and performance information for a small-scale open source vacuum oven, which can be fabricated from off-the-shelf and 3-D printed components. The oven is tested for drying speed and effectiveness on both waste plastic polyethylene terephthalate (PET) and a consortium of bacteria developed for bioprocessing of terephthalate wastes to assist in distributed recycling of PET for both additive manufacturing as well as potential food. Both materials can be damaged when exposed to high temperatures, making vacuum drying a desirable solution. The results showed that the open source vacuum oven was effective at drying both plastic and biomaterials, drying at a higher rate than a hot-air dryer for small samples or for low volumes of water. The system can be constructed for less than 20% of commercial vacuum dryer costs for several laboratory-scale applications, including dehydration of bio-organisms, drying plastic for distributed recycling and additive manufacturing, and chemical processing.","",""
9,"Benjamin R. Hubbard, Joshua M. Pearce","Conversion of self-contained breathing apparatus mask to open source powered air-purifying particulate respirator for fire fighter COVID-19 response",2020,"Hardwarex","Elsevier","","",282,"2024-08-22 16:58:01","Article","10.1016/j.ohx.2020.e00129","2468-0672","",8,,,,9,2.25,5,2,4,"To assist firefighters and other first responders to use their existing equipment for respiration during the COVID-19 pandemic without using single-use, low-supply, masks, this study outlines an open source kit to convert a 3M-manufactured Scott Safety self-contained breathing apparatus (SCBA) into a powered air-purifying particulate respirator (PAPR). The open source PAPR can be fabricated with a low-cost 3-D printer and widely available components for less than $150, replacing commercial conversion kits saving 85% or full-fledged proprietary PAPRs saving over 90%. The parametric designs allow for adaptation to other core components and can be custom fit specifically to fire-fighter equipment, including their suspenders. The open source PAPR has controllable air flow and its design enables breathing even if the fan is disconnected or if the battery dies. The open source PAPR was tested for air flow as a function of battery life and was found to meet NIOSH air flow requirements for 4 h, which is 300% over expected regular use. (C) 2020 The Authors. Published by Elsevier Ltd.","",""
6,"Bo Tang, Vijay K. Shah, Vuk Marojevic, Jeffrey H. Reed","AI Testing Framework for Next-G O-RAN Networks: Requirements, Design, and Research Opportunities",2023,"Ieee Wireless Communications","Ieee-Inst Electrical Electronics Engineers Inc","","",455,"2024-08-22 16:58:01","Article","10.1109/MWC.001.2200213","1536-1284","",30,1,70,77,6,6.00,2,4,1,"Openness and intelligence are two enabling features to be introduced in next generation wireless networks, for example, Beyond 5G and 6G, to support service heterogeneity, open hardware, optimal resource utilization, and on-demand service deployment. The open radio access network (O-RAN) is a promising RAN architecture to achieve both openness and intelligence through virtualized network elements and well-defined interfaces. While deploying artificial intelligence (AI) models is becoming easier in O-RAN, one significant challenge that has been long neglected is the comprehensive testing of their performance in realistic environments. This article presents a general automated, distributed and AI-enabled testing framework to test AI models deployed in O-RAN in terms of their decision-making perfor-mance, vulnerability and security. This framework adopts a master-actor architecture to manage a number of end devices for distributed testing. More importantly, it leverages AI to automatically and intelligently explore the decision space of AI models in O-RAN. Both software simulation testing and software-defined radio hardware testing are supported, enabling rapid proof of concept research and experimental research on wireless research platforms.","",""
0,"Boris Orostica, Isaac Nunez, Tamara Matute, Felipe Nunez, Fernan Federici","Building an Open-Source DNA Assembler Device",2023,"Ieee Design & Test","Ieee-Inst Electrical Electronics Engineers Inc","","",696,"2024-08-22 16:58:01","Article","10.1109/MDAT.2023.3237942","2168-2356","",40,4,69,77,0,0.00,0,5,1,"This article introduces an open-source thermal cycling machine designed specifically for Golden Gate DNA assembly. The prototype device can achieve efficiency similar to a commercial PCR thermocycler.","",""
5,"Borja Genoves Guzman, Muhammad Sarmad Mir, Dayrene Frometa Fonseca, Ander Galisteo, Qing Wang, Domenico Giustiniano","Prototyping Visible Light Communication for the Internet of Things Using OpenVLC",2023,"Ieee Communications Magazine","Ieee-Inst Electrical Electronics Engineers Inc","","",367,"2024-08-22 16:58:01","Article","10.1109/MCOM.001.2200642","0163-6804","",61,5,122,128,5,5.00,1,6,1,"Visible Light Communication (VLC) has emerged in the last few years as a promising technology not only for high-speed communication but also for serving a new generation of Internet of Things (IoT) devices that may leverage the pervasive lighting infrastructures. Integrating VLC in lighting environments for IoT requires the design of networked and intelligent luminaries and new IoT devices, encompassing the development of innovative technologies and new algorithms. A common experimental platform is necessary to lower the entrance barriers of VLC and speed up the research development. In this article, we provide guidelines for prototyping VLC for IoT applications, assisted by the open-source platform OpenVLC. We also introduce the new development on OpenVLC, which guarantees support for more powerful LEDs and much longer distance (extending the communication distance from 6 m to 19 m), dimming adaption, among other features. Its low-cost, open-source, and open-hardware designs allow researchers in the community to swiftly adapt it to suit their research purposes.","",""
26,"Borja Martinez, Xavier Vilajosana, Il Han Kim, Jianwei Zhou, Pere Tuset-Peiro, Ariton Xhafa, Dominique Poissonnier, Xiaolin Lu","I3Mote: An Open Development Platform for the Intelligent Industrial Internet",2017,"Sensors","Mdpi Ag","","",105,"2024-08-22 16:58:01","Article","10.3390/s17050986","1424-8220","",17,5,,,26,3.71,3,8,7,"In this article we present the Intelligent Industrial Internet (I3) Mote, an open hardware platform targeting industrial connectivity and sensing deployments. The I3Mote features the most advanced low-power components to tackle sensing, on-board computing and wireless/wired connectivity for demanding industrial applications. The platform has been designed to fill the gap in the industrial prototyping and early deployment market with a compact form factor, low-cost and robust industrial design. I3Mote is an advanced and compact prototyping system integrating the required components to be deployed as a product, leveraging the need for adopting industries to build their own tailored solution. This article describes the platform design, firmware and software ecosystem and characterizes its performance in terms of energy consumption.","",""
2,"Brandon J. Caasenbrood, Alexander Y. Pogromsky, Henk Nijmeijer","Sorotoki: A Matlab Toolkit for Design, Modeling, and Control of Soft Robots",2024,"Ieee Access","Ieee-Inst Electrical Electronics Engineers Inc","","",506,"2024-08-22 16:58:01","Article","10.1109/ACCESS.2024.3357351","2169-3536","",12,,17604,17638,2,2.00,1,3,1,"In this paper, we present Sorotoki, an open-source toolkit in MATLAB that offers a comprehensive suite of tools for the design, modeling, and control of soft robots. The complexity involved in researching and building soft robots often stems from the interconnectedness of design and control aspects, which are rarely addressed together as a unified problem. To address such complex interdependencies in soft robotics, the Sorotoki toolkit provides a comprehensive and modular programming environment composed of seven Object-Oriented classes. These classes are designed to work together to solve a wide range of soft robotic problems, offering versatility and flexibility for its users. We provide here a comprehensive overview of the Sorotoki software architecture to highlight its usage and applications. The details and interconnections of each module are thoroughly described, collectively explaining how to gradually introduce modeling complexity for various soft robotic scenarios. The effectiveness of Sorotoki is also demonstrated through a range of case studies, including novel problem scenarios and established works widely recognized in the soft robotics community. These case studies cover a broad range of research problems, including: inverse design of soft actuators, passive and active soft locomotion, object manipulation with soft grippers, meta-materials, model reduction, model-based control of soft robots, and online shape estimation. Additionally, the toolkit provides access to four open-hardware soft robotic systems that can be fabricated using commercially available 3D printers. For more information about Sorotoki, readers are encouraged to visit: https://bjcaasenbrood.github.io/SorotokiCode/","",""
0,"Brendan M. Whelan, Paul Z. Y. Liu, Shanshan Shan, David E. J. Waddington, Bin Dong, Michael G. Jameson, Paul J. Keall","Open-source hardware and software for the measurement, characterization, reporting, and correction of geometric distortion in MRI",2024,"Medical Physics","Wiley","","",636,"2024-08-22 16:58:01","Article","10.1002/mp.17342","0094-2405","",,,,,0,0.00,0,7,1,"BackgroundGeometric distortion is a serious problem in MRI, particularly in MRI guided therapy. A lack of affordable and adaptable tools in this area limits research progress and harmonized quality assurance.PurposeTo develop and test a suite of open-source hardware and software tools for the measurement, characterization, reporting, and correction of geometric distortion in MRI.MethodsAn open-source python library was developed, comprising modules for parametric phantom design, data processing, spherical harmonics, distortion correction, and interactive reporting. The code was used to design and manufacture a distortion phantom consisting of 618 oil filled markers covering a sphere of radius 150 mm. This phantom was imaged on a CT scanner and a novel split-bore 1.0 T MRI magnet. The CT images provide distortion-free dataset. These data were used to test all modules of the open-source software.ResultsAll markers were successfully extracted from all images. The distorted MRI markers were mapped to undistorted CT data using an iterative search approach. Spherical harmonics reconstructed the fitted gradient data to 1.0 +/- 0.6% of the input data. High resolution data were reconstructed via spherical harmonics and used to generate an interactive report. Finally, distortion correction on an independent data set reduced distortion inside the DSV from 5.5 +/- 3.1 to 1.6 +/- 0.8 mm.ConclusionOpen-source hardware and software for the measurement, characterization, reporting, and correction of geometric distortion in MRI have been developed. The utility of these tools has been demonstrated via their application on a novel 1.0 T split bore magnet.","",""
7,"Brent Utter, Alexander Brown","Open-source five degree of freedom motion platform for investigating fish-robot interaction",2020,"Hardwarex","Elsevier","","",329,"2024-08-22 16:58:01","Article","10.1016/j.ohx.2020.e00107","2468-0672","",7,,,,7,1.75,4,2,4,"This paper presents the design, construction, operation, and validation of a robotic gantry platform specifically designed for studying fish-robot interaction. The platform has five degrees of freedom to manipulate the three-dimensional position, yaw angle, and the pitch of a lure. Additionally, it has a four-conductor slip ring that allows power and data to be transmitted to the lure for the operation of fins and other actuators that increase realism or act as stimuli to focal fish during an ethorobotic experiment. The design is open-source, low-cost, and includes purpose-built electronics, software, and hardware to make it extensible and customizable for a number of applications with varying requirements. (C) 2020 The Author(s). Published by Elsevier Ltd.","",""
0,"Brent Utter, Rachel Marbaker, Kevin Eschen, Julianna Abel","Open-source experimental setup for investigating the actuation behavior of active textiles",2019,"Hardwarex","Elsevier","","",758,"2024-08-22 16:58:01","Article","10.1016/j.ohx.2019.e00083","2468-0672","",6,,,,0,0.00,0,4,5,"This paper presents an open-source and low-cost characterization device designed to investigate the behavior of active textiles, which are textiles having the ability to actuate (produce motion/force) and or act as a sensor. Although specifically designed for active textiles, the characterization device is broadly applicable for studying the performance of actuators including but not limited to Shape Memory Alloy (SMA) wires, SMA springs, and electroactive polymers. The characterization device may be operated in several modes that enable a wide variety of experimental protocols to be automated. These modes include but are not limited to automatic displacement and displacement rate mode, automatic force mode, and manual displacement mode. For active textiles that actuate by electrical stimulus or by resistive heating, the electronic system has five independent motor drivers. For each driver, the voltage drop across its outputs and current are measured, enabling the measurement of textile power consumption and other electrical properties. The validation of the Active Textile Characterization Device uses a contractile SMA knitted textile actuated by four motor drivers through resistive heating. Several protocols were successfully conducted to demonstrate the experimental flexibility of the system. During these experiments, knit length, knit tension, current through the knit, voltage drop across the knit, and room temperature were measured with respect to time. (C) 2019 The Authors. Published by Elsevier Ltd.","",""
1,"Brian Calder","Design of a Wireless, Inexpensive Ocean of Things System for Volunteer Bathymetry",2023,"Ieee Internet Of Things Journal","Ieee-Inst Electrical Electronics Engineers Inc","","",581,"2024-08-22 16:58:01","Article","10.1109/JIOT.2023.3234500","2327-4662","",10,11,9534,9543,1,1.00,1,1,1,"Although much progress has been made in recent years to fully map the world ocean, only approximately 20% is adequately mapped to modern standards. Filling in the remain-der must by necessity be a multimodal effort, with traditional ocean mapping technologies such as crewed survey ships with multibeam echosounders being mixed with newer systems such as uncrewed, sail-powered mapping systems. Volunteer data from any ship with an echosounder can also be used, but although there have been commercial efforts in this field, most of these systems do not contribute data into the public arena and public entities have largely avoided this field due to the complexities of costs, data processing, and uncertainty on how to handle the effort. This article describes the design of an end-to-end system for managed volunteer bathymetric collection consisting of an inexpensive (similar to$20) wireless ""Ocean of Things"" data logger for NMEA0183 and NMEA2000 data, associated firmware to manage the collection, a mobile device application to offload, aggregate, and transfer the data into the cloud, and a cloud segment to pro-cess the data and submit it to an international data repository. All of the design has been released under an Open Hardware or Open Source license, allowing independent organizations to initi-ate data collection efforts without having to do any of the design work themselves. The goal is to provide a simple, approachable implementation, encouraging greater adoption of these ideas in hard-to-reach areas of the world with minimal effort on the part of the host organization.","",""
6,"Brian Iglehart","MVO Automation Platform: Addressing Unmet Needs in Clinical Laboratories with Microcontrollers, 3D Printing, and Open-Source Hardware/Software",2018,"Slas Technology","Sage Publications Inc","","",364,"2024-08-22 16:58:01","Article","10.1177/2472630318773693","2472-6303","",23,5,423,431,6,1.00,6,1,6,"Laboratory automation improves test reproducibility, which is vital to patient care in clinical laboratories. Many small and specialty laboratories are excluded from the benefits of automation due to low sample number, cost, space, and/or lack of automation expertise. The Minimum Viable Option (MVO) automation platform was developed to address these hurdles and fulfill an unmet need. Consumer 3D printing enabled rapid iterative prototyping to allow for a variety of instrumentation and assay setups and procedures. Three MVO versions have been produced. MVOv1.1 successfully performed part of a clinical assay, and results were comparable to those of commercial automation. Raspberry Pi 3 Model B (RPI3) single-board computers with Sense Hardware Attached on Top (HAT) and Raspberry Pi Camera Module V2 hardware were remotely accessed and evaluated for their suitability to qualify the latest MVOv1.2 platform. Sense HAT temperature, barometric pressure, and relative humidity sensors were stable in climate-controlled environments and are useful in identifying appropriate laboratory spaces for automation placement. The RPI3 with camera plus digital dial indicator logged axis travel experiments. RPI3 with camera and Sense HAT as a light source showed promise when used for photometric dispensing tests. Individual well standard curves were necessary for well-to-well light and path length compensations.","",""
5,"Bruno Moretti, Nicolas P. Muller, Marcos Wappner, Hernan E. Grecco","Compact and reflective light-sheet microscopy for long-term imaging of living embryos",2020,"Applied Optics","Optical Soc Amer","","",394,"2024-08-22 16:58:01","Article","10.1364/AO.383026","1559-128X","",59,13,,,5,1.25,1,4,4,"The development of light-sheet fluorescence microscopy has been a revolution for developmental biology as it allows long-term imaging during embryonic development. An important reason behind the quick adoption has been the availability of open hardware alternatives. In this work, we present a robust and compact version of a light-sheet fluorescence microscope that is easy to assemble and requires little to no maintenance. An important aspect of the design is that the illumination unit consists of reflective elements, thereby reducing chromatic aberrations an order of magnitude as compared to refractive counterparts. (C) 2020 Optical Society of America","",""
4,"Burkhard Ulrich","Open-source wideband (DC to MHz range) isolated current sensor",2019,"Hardwarex","Elsevier","","",443,"2024-08-22 16:58:01","Article","10.1016/j.ohx.2019.e00057","2468-0672","",5,,,,4,0.80,4,1,5,"A low-cost open-source wideband current sensor, measuring currents in a frequency range from DC to 5 MHz, is proposed. The sensor provides galvanic isolation, low insertion impedance, and can be used together with an oscilloscope as replacement for an expensive current probe, or as circuit integrated sensor, to measure currents with peak values up to 20 A. The hardware of the sensor consists of standard parts soldered on a printed circuit board; no special custom parts and/or manufacturing steps are needed to build. Applications are general measurement and laboratory use, e.g. measuring current waveforms in lab experiments. But the sensor can also be integrated in control circuits requiring measurements of time varying currents, e.g. for high speed current mode control in power electronics. (C) 2019 The Author. Published by Elsevier Ltd.","",""
1,"C. Darling, S. Kumar, Y. Alexandrov, J. de Faye, J. Almagro Santiago, A. Rydlova, L. Bugeon, M. J. Dallman, A. J. Behrens, P. M. W. French, J. McGinty","Optical projection tomography implemented for accessibility and low cost (<i>OPTImAL</i>)",2024,"Philosophical Transactions Of The Royal Society A-Mathematical Physical And Engineering Sciences","Royal Soc","","",556,"2024-08-22 16:58:01","Article","10.1098/rsta.2023.0101","1364-503X","",382,2274,,,1,1.00,0,11,1,"Optical projection tomography (OPT) is a three-dimensional mesoscopic imaging modality that can use absorption or fluorescence contrast, and is widely applied to fixed and live samples in the mm-cm scale. For fluorescence OPT, we present OPT implemented for accessibility and low cost, an open-source research-grade implementation of modular OPT hardware and software that has been designed to be widely accessible by using low-cost components, including light-emitting diode (LED) excitation and cooled complementary metal-oxide-semiconductor (CMOS) cameras. Both the hardware and software are modular and flexible in their implementation, enabling rapid switching between sample size scales and supporting compressive sensing to reconstruct images from undersampled sparse OPT data, e.g. to facilitate rapid imaging with low photobleaching/phototoxicity. We also explore a simple implementation of focal scanning OPT to achieve higher resolution, which entails the use of a fan-beam geometry reconstruction method to account for variation in magnification. This article is part of the Theo Murphy meeting issue 'Open, reproducible hardware for microscopy'.","",""
18,"C. J. Forman, H. Tomes, B. Mbobo, R. J. Burman, M. Jacobs, T. Baden, J. V. Raimondo","Openspritzer: an open hardware pressure ejection system for reliably delivering picolitre volumes",2017,"Scientific Reports","Nature Portfolio","","",166,"2024-08-22 16:58:01","Article","10.1038/s41598-017-02301-2","2045-2322","",7,,,,18,2.57,3,7,7,"The ability to reliably and precisely deliver picolitre volumes is an important component of biological research. Here we describe a high-performance, low-cost, open hardware pressure ejection system (Openspritzer), which can be constructed from off the shelf components. The device is capable of delivering minute doses of reagents to a wide range of biological and chemical systems. In this work, we characterise the performance of the device and compare it to a popular commercial system using twophoton fluorescence microscopy. We found that Openspritzer provides the same level of control over delivered reagent dose as the commercial system. Next, we demonstrate the utility of Openspritzer in a series of standard neurobiological applications. First, we used Openspritzer to deliver precise amounts of reagents to hippocampal neurons to elicit time-and dose-precise responses on neuronal voltage. Second, we used Openspritzer to deliver infectious viral and bacterial agents to living tissue. This included viral transfection of hippocampal interneurons with channelrhodopsin for the optogenetic manipulation of hippocampal circuitry with light. We anticipate that due to its high performance and low cost Openspritzer will be of interest to a broad range of researchers working in the life and physical sciences.","",""
5,"C. Salvador, M. S. Mesa, E. Duran, J. L. Alvarez, J. Carbajo, J. D. Mozo","Open ISEmeter: An open hardware high-impedance interface for potentiometric detection",2016,"Review Of Scientific Instruments","Amer Inst Physics","","",404,"2024-08-22 16:58:01","Article","10.1063/1.4952419","0034-6748","",87,5,,,5,0.63,1,6,8,"In this work, a new open hardware interface based on Arduino to read electromotive force (emf) from potentiometric detectors is presented. The interface has been fully designed with the open code philosophy and all documentation will be accessible on web. The paper describes a comprehensive project including the electronic design, the firmware loaded on Arduino, and the Java-coded graphical user interface to load data in a computer (PC or Mac) for processing. The prototype was tested by measuring the calibration curve of a detector. As detection element, an active poly(vinyl chloride)based membrane was used, doped with cetyltrimethylammonium dodecylsulphate (CTA(+)-DS-). The experimental measures of emf indicate Nernstian behaviour with the CTA(+) content of test solutions, as it was described in the literature, proving the validity of the developed prototype. A comparative analysis of performance was made by using the same chemical detector but changing the measurement instrumentation. Published by AIP Publishing.","",""
0,"C. T. RUSSELL, E. J. REES","An open-hardware sample mounting solution for inverted light-sheet microscopes with large detection objective lenses",2020,"Journal Of Microscopy","Wiley","","",753,"2024-08-22 16:58:01","Article","10.1111/jmi.12940","0022-2720","",280,1,63,68,0,0.00,0,2,4,"Implementations of light-sheet microscopes are often incompatible with standard methods of sample mounting. Light-sheet microscopy uses orthogonal illumination and detection to create a thin sheet of light which does not illuminate the sample outside of the depth of field of the detection axis. Typically, this configuration involves a pair of orthogonal objectives which constrains the positioning and length of cover slips in the range of the detection objective. Here, we present an open-hardware sample mounting system for light-sheet microscopes using large detection objectives, built using 3D printed components and demonstrate the chamber's efficacy on live biological samples in a custom light-sheet microscope. Lay Description Implementations of light-sheet microscopes are often incompatible with standard methods of sample mounting. Light-sheet microscopy creates a thin sheet of light at a certain depth of field within a volumetric sample. Typically, this configuration involves a pair of orthogonal objectives which constrains the positioning of samples and sample-mounting apparatus in range of the detection objective. To overcome the limitations of this setup, we present an open-hardware sample mounting system for light-sheet microscopes using large detection objectives, built using 3D printed components and demonstrate the chamber's efficacy on live biological samples in a custom light-sheet microscope.","",""
